invoice_id,subscription_id,invoice_date,amount,payment_status
167,21,07/05/2024,79.0,paid
168,21,08/05/2024,79.0,paid
169,21,2024-09-05,79.0,paid
170,21,2024-10-05,79.0,paid
171,21,2024-11-05,79.0,paid
172,21,2024-12-05,79.0,paid
173,21,05-Jan-2025,79.0,failed
174,21,2025-02-05,79.0,paid
175,21,2025-03-05,79.0,failed
176,21,2025-04-05,79.0,failed
177,21,05-May-2025,79.0,paid
178,21,06/05/2025,79.0,paid
179,21,07/05/2025,79.0,paid
180,21,2025-08-05,$79.00,paid
181,21,2025-09-05,79.0,paid
182,21,2025-10-05,79.0,paid
183,21,2025-11-05,79.0,paid
184,21,05-Dec-2025,79.0,paid
185,22,2025-02-03,29.0,paid
186,22,2025-03-03,29.0,paid
187,22,03/04/2025,$29.00,paid
188,22,05/03/2025,0.29,paid
189,22,2025-06-03,29.0,paid
190,22,03-Jul-2025,29.0,paid
191,22,08/03/2025,29.0,paid
192,22,03-Sep-2025,29.0,paid
193,22,2025-10-03,29.0,paid
194,22,2025-11-03,29.0,paid
195,22,03/12/2025,29.0,paid
196,23,2024-03-27,29.0,paid
197,23,2024-04-27,29.0,paid
198,23,05/27/2024,29.0,paid
199,23,06/27/2024,29.0,paid
200,23,2024-07-27,29.0,paid
201,23,27-Aug-2024,29.0,paid
202,24,2024-10-10,199.0,paid
203,24,2024-11-10,199.0,paid
204,24,2024-12-10,199.0,paid
205,24,2025-01-10,199.0,paid
206,24,10-Feb-2025,199.0,paid
207,24,2025-03-10,199.0,paid
208,24,2025-04-10,199.0,paid
209,24,2025-05-10,199.0,paid
210,24,2025-06-10,199.0,paid
211,24,10-Jul-2025,199.0,paid
212,24,10/08/2025,$199.00,paid
213,24,2025-09-10,199.0,paid
214,24,2025-10-10,199.0,paid
215,24,11/10/2025,199.0,paid
216,24,12/10/2025,199.0,paid
217,25,18/11/2025,79.0,paid
218,25,18-Dec-2025,79.0,paid
219,26,13/04/2025,29.0,paid
220,26,2025-05-13,29.0,paid
221,26,06/13/2025,29.0,paid
222,26,2025-07-13,29.0,paid
223,26,2025-08-13,29.0,paid
224,26,2025-09-13,$29.00,paid
225,26,2025-10-13,29.0,paid
226,26,11/13/2025,29.0,paid
227,26,2025-12-13,29.0,paid
228,27,21/07/2023,290.0,paid
229,27,2024-07-21,290.0,paid
230,27,2025-07-21,$290.00,paid
231,28,2023-10-15,290.0,paid
232,28,10/15/2024,290.0,paid
233,28,2025-10-15,$290.00,paid
234,29,2023-07-20,79.0,paid
235,29,20/08/2023,79.0,paid
236,30,12/09/2025,199.0,paid
237,30,10/12/2025,199.0,paid
238,30,2025-11-12,$199.00,failed
239,30,12/12/2025,199.0,paid
240,31,2024-07-08,29.0,paid
241,31,2024-08-08,29.0,paid
242,31,08/09/2024,29.0,paid
243,31,10/08/2024,29.0,paid
244,31,2024-11-08,29.0,paid
245,31,2024-12-08,29.0,paid
246,31,01/08/2025,29.0,paid
247,31,08/02/2025,29.0,paid
248,31,08/03/2025,29.0,paid
249,31,04/08/2025,29.0,paid
250,31,2025-05-08,29.0,paid
251,31,06/08/2025,29.0,paid
252,31,07/08/2025,29.0,paid
253,31,08/08/2025,29.0,paid
254,31,2025-09-08,29.0,paid
255,31,2025-10-08,$29.00,paid
256,31,11/08/2025,29.0,paid
257,32,2024-03-21,199.0,paid
258,32,2024-04-21,199.0,paid
259,32,2024-05-21,199.0,paid
260,32,2024-06-21,199.0,paid
261,32,21-Jul-2024,199.0,paid
262,32,21-Aug-2024,199.0,paid
263,32,2024-09-21,199.0,paid
264,32,2024-10-21,199.0,paid
265,32,2024-11-21,199.0,paid
266,32,2024-12-21,199.0,paid
267,32,2025-01-21,199.0,paid
268,32,2025-02-21,199.0,paid
269,32,21-Mar-2025,199.0,paid
270,32,21/04/2025,199.0,paid
271,32,21-May-2025,199.0,paid
272,32,2025-06-21,199.0,failed
273,32,2025-07-21,199.0,paid
274,32,2025-08-21,199.0,paid
275,32,2025-09-21,199.0,paid
276,32,2025-10-21,199.0,paid
277,32,21-Nov-2025,199.0,failed
278,32,2025-12-21,199.0,paid
279,33,2025-10-26,79.0,paid
280,33,26/11/2025,79.0,paid
281,34,26/04/2024,790.0,paid
282,34,04/26/2025,790.0,paid
283,35,2025-12-06,290.0,paid
284,36,25/07/2025,790.0,paid
285,37,11-Feb-2025,29.0,paid
286,37,2025-03-11,29.0,paid
287,37,11/04/2025,29.0,paid
288,37,2025-05-11,29.0,paid
289,37,2025-06-11,29.0,paid
290,37,2025-07-11,29.0,paid
291,37,2025-08-11,29.0,paid
292,37,2025-09-11,29.0,paid
293,37,11/10/2025,$29.00,failed
294,37,2025-11-11,29.0,paid
295,37,2025-12-11,$29.00,failed
296,38,09/11/2024,79.0,paid
297,38,10/11/2024,$79.00,paid
298,39,12/21/2024,29.0,paid
299,39,2025-01-21,29.0,paid
300,39,21/02/2025,29.0,paid
301,39,21/03/2025,29.0,paid
302,39,21-Apr-2025,29.0,paid
303,39,2025-05-21,29.0,paid
304,39,2025-06-21,29.0,refunded
305,39,07/21/2025,29.0,paid
306,39,21-Aug-2025,29.0,paid
307,39,2025-09-21,$29.00,paid
308,39,2025-10-21,29.0,paid
309,39,2025-11-21,29.0,paid
310,39,21/12/2025,29.0,failed
311,40,2023-10-03,790.0,paid
312,40,2024-10-03,790.0,paid
313,40,03/10/2025,790.0,paid
314,41,2024-12-03,290.0,paid
315,41,2025-12-03,290.0,paid
316,42,07/20/2024,$790.00,paid
317,43,2025-05-25,790.0,paid
318,44,10/31/2023,29.0,paid
319,44,30-Nov-2023,29.0,paid
320,44,2023-12-30,29.0,paid
321,44,2024-01-30,29.0,paid
322,44,2024-02-29,29.0,paid
323,44,2024-03-29,$29.00,paid
324,44,2024-04-29,29.0,paid
325,44,2024-05-29,29.0,paid
326,44,2024-06-29,29.0,paid
327,44,07/29/2024,29.0,paid
328,44,2024-08-29,29.0,paid
329,44,2024-09-29,29.0,paid
330,44,2024-10-29,29.0,paid
331,44,2024-11-29,29.0,paid
332,44,2024-12-29,29.0,paid
333,44,2025-01-29,29.0,paid
334,44,2025-02-28,$29.00,paid
335,44,2025-03-28,29.0,paid
336,44,2025-04-28,29.0,paid
337,44,05/28/2025,29.0,paid
338,44,28/06/2025,29.0,paid
339,44,2025-07-28,29.0,paid
340,44,2025-08-28,29.0,paid
341,44,28-Sep-2025,29.0,paid
342,44,28/10/2025,29.0,paid
343,44,28/11/2025,$29.00,paid
344,44,28/12/2025,29.0,paid
345,45,26-May-2024,1990.0,paid
346,45,2025-05-26,1990.0,paid
347,46,2023-11-29,1990.0,paid
348,46,2024-11-29,1990.0,paid
349,46,2025-11-29,1990.0,paid
350,47,23/05/2024,79.0,paid
351,47,2024-06-23,79.0,paid
352,47,2024-07-23,79.0,paid
353,47,2024-08-23,79.0,paid
354,47,23/09/2024,79.0,paid
355,47,2024-10-23,79.0,failed
356,47,2024-11-23,79.0,paid
357,47,23/12/2024,79.0,paid
358,47,01/23/2025,$79.00,paid
359,47,2025-02-23,79.0,refunded
360,47,23-Mar-2025,$79.00,paid
361,47,2025-04-23,79.0,paid
362,47,2025-05-23,79.0,paid
363,47,2025-06-23,79.0,paid
364,47,2025-07-23,79.0,failed
365,47,2025-08-23,79.0,paid
366,47,2025-09-23,79.0,paid
367,47,2025-10-23,79.0,paid
368,47,23/11/2025,$79.00,paid
369,47,23-Dec-2025,79.0,failed
370,48,2024-12-17,29.0,failed
371,48,2025-01-17,29.0,paid
372,48,17-Feb-2025,29.0,paid
373,48,2025-03-17,29.0,failed
374,48,2025-04-17,29.0,paid
375,48,2025-05-17,29.0,paid
376,49,05/23/2023,$79.00,paid
377,49,2023-06-23,79.0,paid
378,49,2023-07-23,79.0,paid
379,49,2023-08-23,79.0,paid
380,49,2023-09-23,79.0,paid
381,49,2023-10-23,79.0,paid
382,49,23-Nov-2023,79.0,paid
383,49,2023-12-23,79.0,paid
384,49,2024-01-23,79.0,paid
385,49,23/02/2024,79.0,paid
386,49,23/03/2024,79.0,paid
387,49,2024-04-23,79.0,paid
388,49,2024-05-23,79.0,paid
389,49,06/23/2024,79.0,paid
390,49,23-Jul-2024,79.0,paid
391,49,2024-08-23,79.0,failed
392,49,2024-09-23,79.0,paid
393,49,23-Oct-2024,79.0,paid
394,49,2024-11-23,79.0,paid
395,49,2024-12-23,$79.00,paid
396,49,23-Jan-2025,79.0,refunded
397,49,2025-02-23,79.0,paid
398,49,2025-03-23,79.0,refunded
399,49,2025-04-23,$79.00,paid
400,49,05/23/2025,79.0,paid
401,49,2025-06-23,79.0,paid
402,49,2025-07-23,79.0,paid
403,49,08/23/2025,79.0,paid
404,49,23/09/2025,$79.00,paid
405,49,10/23/2025,79.0,paid
406,49,2025-11-23,79.0,refunded
407,49,2025-12-23,79.0,paid
408,50,2024-06-18,$29.00,paid
409,50,2024-07-18,29.0,paid
410,50,2024-08-18,$29.00,paid
411,50,18-Sep-2024,29.0,paid
412,51,12/06/2025,79.0,paid
413,51,07/12/2025,79.0,paid
414,51,12-Aug-2025,79.0,paid
415,51,2025-09-12,79.0,paid
416,51,2025-10-12,79.0,paid
417,51,2025-11-12,79.0,paid
418,51,12/12/2025,79.0,paid
419,52,2023-04-01,79.0,paid
420,52,01/05/2023,$79.00,paid
421,52,2023-06-01,79.0,paid
422,52,2023-07-01,79.0,paid
423,52,2023-08-01,79.0,paid
424,52,2023-09-01,79.0,paid
425,52,2023-10-01,79.0,paid
426,52,2023-11-01,79.0,paid
427,52,12/01/2023,79.0,paid
428,53,2024-11-07,290.0,paid
429,54,2025-08-04,290.0,paid
430,55,2025-04-04,79.0,paid
431,55,2025-05-04,79.0,paid
432,55,04-Jun-2025,79.0,paid
433,55,07/04/2025,79.0,paid
434,55,2025-08-04,79.0,paid
435,55,04-Sep-2025,79.0,paid
436,55,2025-10-04,79.0,refunded
437,55,11/04/2025,79.0,paid
438,55,2025-12-04,79.0,paid
439,56,2024-09-08,29.0,refunded
440,56,10/08/2024,29.0,paid
441,56,2024-11-08,29.0,paid
442,57,2024-12-11,29.0,paid
443,57,2025-01-11,$29.00,paid
444,57,2025-02-11,29.0,paid
445,57,2025-03-11,29.0,paid
446,57,11-Apr-2025,29.0,paid
447,57,2025-05-11,29.0,paid
448,57,2025-06-11,29.0,paid
449,57,2025-07-11,29.0,paid
450,57,08/11/2025,29.0,paid
451,57,2025-09-11,29.0,paid
452,57,2025-10-11,29.0,paid
453,57,2025-11-11,29.0,paid
454,57,2025-12-11,$29.00,paid
455,58,13-Mar-2024,29.0,paid
456,58,2024-04-13,29.0,paid
457,58,2024-05-13,29.0,paid
458,58,13/06/2024,29.0,paid
459,58,2024-07-13,29.0,paid
460,59,2023-11-07,199.0,paid
461,59,2023-12-07,199.0,paid
462,59,07-Jan-2024,199.0,paid
463,59,07/02/2024,199.0,paid
464,59,2024-03-07,199.0,paid
465,59,2024-04-07,199.0,paid
466,59,2024-05-07,199.0,paid
467,59,06/07/2024,199.0,paid
468,59,07-Jul-2024,$199.00,failed
469,59,2024-08-07,199.0,paid
470,59,09/07/2024,199.0,paid
471,59,2024-10-07,199.0,paid
472,59,2024-11-07,199.0,paid
473,59,07-Dec-2024,$199.00,paid
474,59,07-Jan-2025,199.0,paid
475,59,2025-02-07,199.0,paid
476,59,2025-03-07,199.0,paid
477,59,07/04/2025,199.0,paid
478,59,07/05/2025,199.0,paid
479,59,2025-06-07,199.0,paid
480,59,2025-07-07,199.0,failed
481,59,08/07/2025,199.0,failed
482,59,2025-09-07,199.0,paid
483,59,2025-10-07,$199.00,paid
484,59,2025-11-07,199.0,paid
485,59,2025-12-07,199.0,paid
486,60,2024-05-16,199.0,paid
487,60,16/06/2024,199.0,paid
488,60,16/07/2024,199.0,paid
489,60,2024-08-16,1.99,paid
490,60,2024-09-16,199.0,paid
491,60,2024-10-16,199.0,paid
492,60,2024-11-16,199.0,paid
493,60,2024-12-16,$1.99,paid
494,60,2025-01-16,199.0,failed
495,60,16-Feb-2025,199.0,paid
496,60,2025-03-16,199.0,paid
497,60,2025-04-16,199.0,paid
498,60,2025-05-16,199.0,refunded
499,60,2025-06-16,199.0,paid
500,60,2025-07-16,199.0,paid
501,60,16-Aug-2025,199.0,paid
502,60,09/16/2025,199.0,paid
503,60,16-Oct-2025,199.0,paid
504,60,2025-11-16,199.0,refunded
505,60,2025-12-16,199.0,paid
506,61,10/09/2025,29.0,paid
507,61,2025-11-09,29.0,paid
508,61,2025-12-09,29.0,paid
509,62,2023-12-27,790.0,failed
510,62,2024-12-27,790.0,paid
511,63,23-Dec-2025,79.0,paid
512,64,07-Feb-2025,1990.0,paid
513,66,15/06/2023,79.0,paid
514,66,2023-07-15,79.0,paid
515,66,2023-08-15,79.0,paid
516,66,2023-09-15,$79.00,paid
517,66,2023-10-15,79.0,paid
518,66,15/11/2023,79.0,paid
519,66,15/12/2023,79.0,paid
520,66,2024-01-15,79.0,paid
521,66,15-Feb-2024,79.0,paid
522,67,12/08/2025,790.0,paid
523,68,2025-02-18,29.0,paid
524,68,2025-03-18,2900.0,paid
525,68,2025-04-18,$29.00,paid
526,68,2025-05-18,29.0,paid
527,68,18/06/2025,29.0,paid
528,68,2025-07-18,$29.00,paid
529,68,2025-08-18,29.0,paid
530,68,2025-09-18,29.0,paid
531,68,2025-10-18,29.0,paid
532,68,18/11/2025,29.0,paid
533,68,2025-12-18,29.0,paid
534,69,2025-09-26,290.0,paid
535,70,09/19/2023,199.0,paid
536,70,2023-10-19,199.0,paid
537,70,11/19/2023,199.0,paid
538,70,12/19/2023,199.0,paid
539,70,2024-01-19,199.0,paid
540,70,2024-02-19,199.0,paid
541,70,19-Mar-2024,199.0,paid
542,70,2024-04-19,199.0,paid
543,70,2024-05-19,199.0,paid
544,70,2024-06-19,199.0,paid
545,70,2024-07-19,199.0,paid
546,70,2024-08-19,199.0,paid
547,70,2024-09-19,199.0,paid
548,70,10/19/2024,$199.00,paid
549,70,2024-11-19,199.0,paid
550,70,2024-12-19,199.0,failed
551,70,19-Jan-2025,199.0,paid
552,70,2025-02-19,199.0,paid
553,70,19-Mar-2025,199.0,paid
554,70,04/19/2025,$199.00,paid
555,70,2025-05-19,199.0,paid
556,70,19/06/2025,199.0,paid
557,70,2025-07-19,199.0,paid
558,70,19-Aug-2025,199.0,paid
559,70,2025-09-19,$199.00,paid
560,70,2025-10-19,199.0,paid
561,70,2025-11-19,199.0,paid
562,70,2025-12-19,199.0,paid
563,71,2023-10-05,79.0,paid
564,71,2023-11-05,79.0,paid
565,71,2023-12-05,79.0,paid
566,71,2024-01-05,79.0,paid
567,71,02/05/2024,79.0,paid
568,71,2024-03-05,$79.00,paid
569,71,04/05/2024,$79.00,paid
570,71,05/05/2024,79.0,paid
571,71,2024-06-05,79.0,failed
572,71,2024-07-05,$79.00,paid
573,71,2024-08-05,79.0,paid
574,71,2024-09-05,79.0,refunded
575,71,2024-10-05,79.0,paid
576,71,05-Nov-2024,79.0,paid
577,71,2024-12-05,79.0,paid
578,71,2025-01-05,$79.00,paid
579,71,2025-02-05,$79.00,paid
580,71,2025-03-05,79.0,paid
581,71,2025-04-05,$79.00,paid
582,71,2025-05-05,79.0,paid
583,71,05-Jun-2025,79.0,paid
584,71,2025-07-05,79.0,paid
585,71,2025-08-05,79.0,paid
586,71,05-Sep-2025,79.0,paid
587,71,05/10/2025,79.0,paid
588,71,2025-11-05,79.0,paid
589,71,2025-12-05,79.0,paid
590,72,2024-07-23,290.0,paid
591,72,2025-07-23,290.0,paid
592,73,2024-12-17,290.0,paid
593,73,12/17/2025,290.0,paid
594,74,2023-11-02,79.0,paid
595,74,2023-12-02,$79.00,paid
596,75,2024-03-18,79.0,paid
597,75,2024-04-18,79.0,paid
598,75,2024-05-18,79.0,paid
599,75,2024-06-18,79.0,paid
600,75,2024-07-18,79.0,paid
601,75,2024-08-18,79.0,failed
602,75,18/09/2024,79.0,paid
603,75,10/18/2024,79.0,paid
604,75,2024-11-18,79.0,paid
605,75,2024-12-18,79.0,paid
606,75,2025-01-18,79.0,paid
607,75,2025-02-18,$79.00,paid
608,75,2025-03-18,79.0,paid
609,75,04/18/2025,79.0,paid
610,75,2025-05-18,79.0,paid
611,75,06/18/2025,79.0,paid
612,75,18-Jul-2025,79.0,paid
613,75,18-Aug-2025,79.0,failed
614,75,2025-09-18,79.0,paid
615,75,18-Oct-2025,79.0,paid
616,75,18/11/2025,79.0,paid
617,75,2025-12-18,79.0,paid
618,76,2025-01-25,79.0,paid
619,76,2025-02-25,79.0,paid
620,76,2025-03-25,79.0,paid
621,76,2025-04-25,79.0,paid
622,76,05/25/2025,79.0,paid
623,76,2025-06-25,79.0,paid
624,76,25/07/2025,79.0,paid
625,76,2025-08-25,79.0,paid
626,76,2025-09-25,$79.00,paid
627,76,2025-10-25,79.0,refunded
628,76,25-Nov-2025,79.0,paid
629,76,25/12/2025,79.0,paid
630,77,2023-02-22,199.0,failed
631,77,22-Mar-2023,199.0,paid
632,78,28/07/2023,790.0,paid
633,78,2024-07-28,790.0,paid
634,78,2025-07-28,790.0,paid
635,79,2025-01-28,29.0,paid
636,79,2025-02-28,29.0,paid
637,79,28/03/2025,29.0,paid
638,79,2025-04-28,$29.00,paid
639,79,2025-05-28,29.0,paid
640,79,2025-06-28,29.0,failed
641,79,2025-07-28,29.0,paid
642,79,2025-08-28,29.0,paid
643,79,2025-09-28,29.0,refunded
644,79,2025-10-28,29.0,paid
645,79,11/28/2025,29.0,paid
646,79,2025-12-28,29.0,paid
647,80,2025-07-30,29.0,paid
648,80,08/30/2025,29.0,failed
649,80,2025-09-30,29.0,paid
650,80,30/10/2025,$29.00,failed
651,80,11/30/2025,29.0,paid
652,80,30-Dec-2025,29.0,paid
653,81,17/09/2025,29.0,paid
654,81,2025-10-17,$29.00,paid
655,81,2025-11-17,29.0,paid
656,81,2025-12-17,29.0,paid
657,82,2024-07-25,199.0,paid
658,82,2024-08-25,$199.00,paid
659,82,2024-09-25,199.0,paid
660,82,25-Oct-2024,199.0,paid
661,82,11/25/2024,199.0,paid
662,82,2024-12-25,199.0,paid
663,82,25/01/2025,199.0,paid
664,82,25/02/2025,199.0,paid
665,82,25-Mar-2025,$199.00,paid
666,82,04/25/2025,199.0,paid
667,82,05/25/2025,199.0,paid
668,82,2025-06-25,199.0,paid
669,82,2025-07-25,199.0,paid
670,82,2025-08-25,199.0,paid
671,82,2025-09-25,199.0,paid
672,82,2025-10-25,199.0,paid
673,82,2025-11-25,199.0,paid
674,82,2025-12-25,199.0,paid
675,83,27-Oct-2024,29.0,paid
676,83,27-Nov-2024,29.0,paid
677,83,27-Dec-2024,29.0,paid
678,83,01/27/2025,29.0,paid
679,83,2025-02-27,29.0,paid
680,83,27-Mar-2025,29.0,paid
681,83,27-Apr-2025,29.0,paid
682,83,2025-05-27,29.0,paid
683,83,27/06/2025,29.0,paid
684,83,07/27/2025,29.0,paid
685,83,2025-08-27,29.0,paid
686,83,2025-09-27,29.0,paid
687,83,2025-10-27,29.0,paid
688,83,2025-11-27,29.0,failed
689,83,2025-12-27,$29.00,paid
690,84,2023-06-25,29.0,paid
691,84,25-Jul-2023,$29.00,paid
692,84,2023-08-25,0.29,paid
693,84,2023-09-25,$29.00,paid
694,84,25-Oct-2023,29.0,paid
695,84,11/25/2023,29.0,paid
696,84,25/12/2023,29.0,paid
697,84,25-Jan-2024,29.0,failed
698,84,2024-02-25,29.0,paid
699,84,2024-03-25,29.0,paid
700,84,25-Apr-2024,29.0,paid
701,84,25/05/2024,29.0,paid
702,84,2024-06-25,29.0,failed
703,84,25/07/2024,29.0,paid
704,84,25/08/2024,29.0,paid
705,84,2024-09-25,29.0,paid
706,84,2024-10-25,$29.00,paid
707,84,2024-11-25,29.0,paid
708,84,2024-12-25,$29.00,paid
709,84,25/01/2025,29.0,paid
710,84,2025-02-25,29.0,paid
711,84,2025-03-25,$29.00,failed
712,84,2025-04-25,29.0,paid
713,84,2025-05-25,29.0,paid
714,84,25/06/2025,29.0,paid
715,84,2025-07-25,29.0,paid
716,84,2025-08-25,29.0,paid
717,84,2025-09-25,29.0,paid
718,84,25/10/2025,$29.00,paid
719,84,2025-11-25,$29.00,paid
720,84,25-Dec-2025,29.0,paid
721,85,07-Jun-2025,290.0,paid
722,86,27-Aug-2025,29.0,paid
723,86,2025-09-27,$29.00,failed
724,86,2025-10-27,$29.00,paid
725,86,2025-11-27,29.0,paid
726,86,2025-12-27,29.0,paid
727,87,2024-09-19,290.0,paid
728,87,2025-09-19,290.0,paid
729,88,20-Jul-2024,79.0,paid
730,88,08/20/2024,$79.00,paid
731,88,20/09/2024,79.0,failed
732,88,20-Oct-2024,$79.00,paid
733,88,2024-11-20,79.0,paid
734,88,20-Dec-2024,79.0,paid
735,88,2025-01-20,$79.00,failed
736,88,2025-02-20,79.0,paid
737,88,2025-03-20,$79.00,failed
738,88,20-Apr-2025,79.0,paid
739,88,2025-05-20,79.0,paid
740,88,20-Jun-2025,79.0,paid
741,88,2025-07-20,79.0,paid
742,88,2025-08-20,79.0,paid
743,88,2025-09-20,79.0,paid
744,88,2025-10-20,79.0,paid
745,88,2025-11-20,79.0,paid
746,88,2025-12-20,79.0,paid
747,89,2024-04-10,29.0,paid
748,89,2024-05-10,29.0,failed
749,89,2024-06-10,29.0,paid
750,89,07/10/2024,29.0,paid
751,89,10/08/2024,29.0,paid
752,89,09/10/2024,29.0,paid
753,89,10/10/2024,29.0,paid
754,89,2024-11-10,29.0,paid
755,89,2024-12-10,29.0,paid
756,89,2025-01-10,29.0,paid
757,89,2025-02-10,29.0,paid
758,89,2025-03-10,29.0,paid
759,89,10/04/2025,$29.00,paid
