subscription_id,customer_id,plan_id,start_date,end_date,billing_cycle,status
191,173,1,07-Dec-2024,,annual,active
192,174,1,24/02/2023,2023-04-10,monthly,cancelled
193,175,1,14-Oct-2024,,monthly,active
194,176,3,12/10/2023,,annual,active
195,177,1,16/12/2025,,monthly,active
196,178,2,2023-09-05,,monthly,active
197,179,2,05/29/2025,2025-09-30,monthly,cancelled
198,180,3,19/05/2023,2024-04-26,monthly,cancelled
199,181,1,31/03/2023,2023-12-29,monthly,cancelled
200,182,2,11-Nov-2024,,monthly,active
201,183,2,09/01/2024,,monthly,active
202,184,2,27-Mar-2023,,annual,active
203,185,1,08/08/2024,,monthly,active
204,186,1,30/03/2025,2025-09-29,monthly,cancelled
205,187,1,2025-11-29,,annual,active
206,188,2,30/07/2023,,monthly,active
207,189,2,2024-12-20,2025-11-14,annual,cancelled
208,190,2,06/03/2023,2023-10-26,monthly,cancelled
209,190,2,2023-12-11,,monthly,active
210,191,2,06/16/2025,,monthly,active
211,192,2,11/11/2023,,monthly,active
212,193,2,10/05/2024,,monthly,active
213,194,2,20-Jun-2024,,monthly,active
214,195,2,2023-06-01,2023-10-22,annual,cancelled
215,195,2,30/01/2024,,annual,active
216,196,1,13-May-2023,,monthly,active
217,197,1,04/04/2024,2025-04-22,monthly,cancelled
218,198,2,2025-08-15,,monthly,active
219,199,1,12-Dec-2025,,monthly,active
220,200,1,08-Dec-2025,,annual,active
221,201,1,06/05/2025,2025-10-13,monthly,cancelled
222,202,2,2024-04-06,2024-09-16,monthly,cancelled
223,203,1,14/09/2023,,annual,active
224,204,2,2023-03-26,2023-05-01,monthly,cancelled
225,205,1,03-May-2025,2025-06-29,monthly,cancelled
226,206,2,01-Sep-2024,2024-10-08,monthly,cancelled
227,207,3,10/02/2024,,monthly,active
228,208,1,20/11/2025,,monthly,active
229,209,1,17-Aug-2024,2025-02-04,monthly,cancelled
230,209,1,08/05/2025,,monthly,active
231,210,1,2024-10-02,2025-01-30,monthly,cancelled
232,211,2,16/03/2025,2025-10-02,annual,cancelled
233,212,2,2024-08-08,,monthly,active
234,213,1,03/04/2023,,annual,active
235,214,2,26-Jul-2024,,annual,active
236,215,2,2025-01-18,2025-03-22,monthly,cancelled
237,215,2,13/07/2025,,monthly,active
238,216,1,2025-08-28,,monthly,active
239,217,1,2024-11-19,,monthly,active
240,218,2,2024-11-09,,monthly,active
241,219,2,2024-04-11,2025-04-14,monthly,cancelled
242,220,2,06/03/2023,2023-06-06,annual,cancelled
243,221,2,2025-04-20,,monthly,active
244,222,1,29-Feb-2024,,monthly,active
245,223,3,12/26/2024,2025-01-27,annual,cancelled
246,223,2,09-Feb-2025,,annual,active
247,224,1,19-May-2024,2024-09-08,monthly,cancelled
248,225,3,28/09/2025,,annual,active
249,226,2,2025-03-19,2025-05-30,monthly,cancelled
250,227,3,10-Dec-2024,,monthly,active
251,228,1,10/09/2023,2024-11-01,monthly,cancelled
252,228,1,11/29/2024,,monthly,active
253,229,1,07/25/2023,2024-09-23,monthly,cancelled
254,230,3,2025-04-13,,annual,active
255,231,3,03-Jul-2023,2024-03-29,monthly,cancelled
256,232,3,05-May-2025,,annual,active
257,233,3,15/08/2024,,monthly,active
258,234,2,10/02/2023,2024-07-16,monthly,cancelled
259,235,2,10/06/2024,2025-11-30,monthly,cancelled
260,236,2,05/25/2025,2025-07-14,monthly,cancelled
261,236,1,2025-10-18,,monthly,active
262,237,2,14/01/2023,2024-01-03,annual,cancelled
263,237,1,04/27/2024,,annual,active
264,238,3,2024-06-19,,monthly,active
265,239,1,29-Aug-2023,2024-01-12,monthly,cancelled
266,239,1,05/05/2024,,monthly,active
267,240,1,04/02/2025,2025-12-25,monthly,cancelled
268,241,3,06/17/2023,,monthly,active
269,242,1,11/03/2023,2024-10-27,monthly,cancelled
270,242,2,12/11/2024,,monthly,active
271,243,2,24-Apr-2023,2023-07-10,monthly,cancelled
272,243,2,08/22/2023,,monthly,active
273,244,1,02/14/2023,2023-03-23,monthly,cancelled
274,244,1,14-Apr-2023,,monthly,active
275,245,1,2023-05-04,,annual,active
276,246,3,2025-05-10,2025-08-10,annual,cancelled
277,247,2,13/12/2024,,monthly,active
278,248,1,09-Mar-2024,,annual,active
279,249,1,2023-11-14,,monthly,active
280,250,3,05/07/2024,2024-10-17,monthly,cancelled
281,251,1,03/04/2025,,monthly,active
282,252,1,24-Apr-2024,,annual,active
283,253,2,03/12/2025,,monthly,active
284,254,1,10/12/2025,2025-11-02,monthly,cancelled
285,254,1,17/12/2025,,monthly,active
286,255,1,02/11/2023,,monthly,active
287,256,2,06/08/2025,,monthly,active
288,257,1,21/02/2024,,monthly,active
289,258,1,22/03/2023,,annual,active
290,259,1,09/12/2024,,monthly,active
291,260,1,2024-05-11,2024-09-15,monthly,cancelled
292,260,2,2024-11-22,,monthly,active
293,261,1,08/12/2025,,annual,active
294,262,3,2024-10-17,,monthly,active
295,263,1,2024-06-18,,annual,active
296,264,2,18-May-2024,,monthly,active
297,265,1,08/01/2025,2025-10-30,monthly,cancelled
298,266,2,09-Dec-2025,,annual,active
299,267,2,2023-05-20,2023-09-25,annual,cancelled
300,268,2,14-Jan-2023,2024-12-31,annual,cancelled
301,269,1,03/01/2024,,monthly,active
302,270,1,23/03/2025,,monthly,active
303,271,1,2023-03-06,2023-07-07,monthly,cancelled
304,272,2,2025-10-20,,monthly,active
305,273,1,2024-04-15,2025-03-02,monthly,cancelled
306,274,1,03/09/2023,,monthly,active
307,275,1,03/26/2025,2025-08-11,monthly,cancelled
308,276,1,2024-11-10,,annual,active
309,277,1,20-Apr-2023,2025-09-22,annual,cancelled
310,278,2,02/03/2023,,annual,active
311,279,1,25/06/2023,2025-09-19,monthly,cancelled
312,280,1,08-Mar-2025,2025-06-15,annual,cancelled
313,281,2,29/09/2023,,annual,active
314,282,2,10/07/2023,,annual,active
315,283,1,12/05/2024,,monthly,active
316,284,1,10/05/2023,2023-11-21,monthly,cancelled
317,285,1,2025-10-12,,monthly,active
318,286,2,11-May-2024,2024-07-20,monthly,cancelled
319,286,1,12/11/2024,,monthly,active
320,287,1,08/09/2025,,monthly,active
321,288,1,2024-10-29,,monthly,active
322,289,3,02/25/2023,,monthly,active
323,290,2,2025-04-17,,monthly,active
324,291,1,06/01/2023,2023-07-10,monthly,cancelled
325,292,2,06/24/2023,2024-03-05,monthly,cancelled
326,293,1,10/11/2024,2025-02-12,monthly,cancelled
327,293,2,08-Apr-2025,,monthly,active
328,294,2,06-Aug-2025,,monthly,active
329,295,2,05/01/2025,2025-06-12,monthly,cancelled
330,296,1,02/28/2024,2024-05-06,annual,cancelled
331,296,1,2024-08-14,,annual,active
332,297,2,02/04/2023,2024-02-17,monthly,cancelled
333,297,2,2024-05-04,,monthly,active
334,298,2,2025-11-22,,annual,active
335,299,2,13-Jan-2024,2024-03-14,annual,cancelled
336,299,1,2024-07-04,,annual,active
337,300,2,2025-03-07,,annual,active
338,301,1,2025-01-19,2025-03-03,monthly,cancelled
339,301,2,15-Mar-2025,,monthly,active
340,302,2,08/22/2023,2023-12-20,monthly,cancelled
341,302,2,01/14/2024,,monthly,active
342,303,1,10/02/2023,,monthly,active
343,304,2,10/10/2023,,monthly,active
344,305,2,2024-08-14,,monthly,active
345,306,3,07/10/2023,2024-01-11,annual,cancelled
346,307,1,06/28/2025,,monthly,active
347,308,3,2024-08-14,,monthly,active
348,309,2,21-Jan-2025,2025-07-27,monthly,cancelled
349,309,1,08-Oct-2025,,monthly,active
350,310,1,05/21/2024,,monthly,active
351,311,1,2024-04-30,,monthly,active
352,312,2,28/02/2024,,annual,active
353,313,1,08/15/2024,,monthly,active
354,314,2,05-Feb-2023,2024-02-14,monthly,cancelled
355,315,1,21/05/2024,,monthly,active
356,316,1,14/07/2025,,monthly,active
357,317,3,07/20/2025,2025-10-23,annual,cancelled
358,318,2,01/03/2025,,annual,active
359,319,2,03-Aug-2024,,monthly,active
360,320,2,04-May-2023,2023-07-31,monthly,cancelled
361,320,1,20-Nov-2023,,monthly,active
362,321,2,05/26/2025,,annual,active
363,322,2,07/11/2023,,monthly,active
364,323,1,04/24/2024,,monthly,active
365,324,3,2025-11-29,,monthly,active
366,325,2,26-May-2023,,monthly,active
367,326,2,02/22/2025,,monthly,active
368,327,1,12/03/2023,,monthly,active
369,328,1,20-Mar-2024,,monthly,active
370,329,1,2024-10-06,2025-07-03,monthly,cancelled
371,330,3,2023-02-24,,monthly,active
372,331,2,22-Apr-2023,,annual,active
373,332,2,12/17/2025,,annual,active
374,333,1,2025-05-11,,monthly,active
375,334,3,2023-01-29,2023-08-31,annual,cancelled
376,335,1,04/30/2025,,monthly,active
377,336,2,11-Jun-2023,,monthly,active
378,337,1,27-Sep-2024,,monthly,active
379,338,1,17-Jul-2025,2025-08-20,monthly,cancelled
380,338,2,2025-09-02,,monthly,active
381,339,1,2023-01-24,,monthly,active
382,340,2,04/07/2024,,monthly,active
383,341,2,06/22/2024,,monthly,active
384,342,1,23-Jan-2025,,monthly,active
385,343,2,04-Jan-2023,2023-10-21,monthly,cancelled
386,343,3,22/01/2024,,monthly,active
387,344,1,08-May-2025,2025-09-07,annual,cancelled
388,345,2,25-Oct-2025,,monthly,active
389,346,3,10/08/2025,,monthly,active
390,347,3,08/20/2024,2024-11-07,monthly,cancelled
391,348,1,17/05/2024,,monthly,active
392,349,1,09/02/2025,,annual,active
393,350,2,10/19/2023,,annual,active
394,351,3,07/27/2025,2025-08-22,annual,cancelled
395,351,3,2025-11-08,,annual,active
396,352,2,09-Jun-2025,,monthly,active
397,353,1,30-Oct-2024,,monthly,active
398,354,2,09/07/2025,,annual,active
399,355,3,06/26/2024,,monthly,active
400,356,1,2023-10-31,2023-12-04,monthly,cancelled
401,357,3,2023-03-05,2023-09-23,monthly,cancelled
402,358,2,2023-09-06,2023-12-06,annual,cancelled
403,359,3,06/14/2024,,monthly,active
404,360,1,2024-11-10,,annual,active
405,361,1,13/10/2025,,monthly,active
406,362,1,11/01/2023,2023-12-19,monthly,cancelled
407,362,1,04/12/2024,,monthly,active
408,363,1,05/05/2023,2024-03-11,monthly,cancelled
409,364,2,09-Feb-2023,,monthly,active
410,365,2,03/06/2025,,monthly,active
411,366,1,12/20/2025,,annual,active
412,367,1,28-Dec-2025,,annual,active
413,368,2,12/27/2024,,monthly,active
414,369,3,04/01/2025,,monthly,active
415,370,1,10-May-2025,,monthly,active
416,371,1,01-Feb-2023,2023-06-28,annual,cancelled
417,372,1,02/05/2023,,monthly,active
418,373,1,03/21/2025,,monthly,active
419,374,3,11/10/2024,2024-12-15,monthly,cancelled
420,375,1,13/02/2025,,annual,active
421,376,1,2023-03-08,2023-05-29,monthly,cancelled
422,376,1,2023-07-10,,monthly,active
423,377,1,09-Nov-2024,2025-01-06,monthly,cancelled
424,378,1,11/18/2024,,monthly,active
425,379,1,01/03/2023,2024-10-14,monthly,cancelled
426,380,3,20-Dec-2024,,annual,active
427,381,1,03-Oct-2023,,monthly,active
428,382,1,2023-06-03,,monthly,active
429,383,1,12/04/2023,2023-06-15,monthly,cancelled
430,383,2,08-Jul-2023,,monthly,active
431,384,1,30-Jul-2024,,monthly,active
432,385,1,01-Aug-2023,,monthly,active
433,386,2,16-Dec-2023,2024-06-14,annual,cancelled
434,386,1,10/01/2024,,annual,active
435,387,1,06/07/2023,,monthly,active
436,388,1,2025-06-19,,annual,active
437,389,3,04/27/2025,,monthly,active
438,390,2,2024-04-27,2024-12-07,monthly,cancelled
439,391,3,12/21/2023,2024-07-19,annual,cancelled
440,392,3,02/18/2024,2024-05-24,monthly,cancelled
441,393,3,2024-10-29,,annual,active
442,394,2,31-Oct-2023,2023-12-23,annual,cancelled
443,395,3,08-Aug-2024,,monthly,active
444,396,2,18-Mar-2023,2024-03-18,monthly,cancelled
445,396,2,23/06/2024,,monthly,active
446,397,2,2024-05-01,2025-01-26,monthly,cancelled
447,398,1,2024-09-28,,monthly,active
448,399,2,2024-10-19,,annual,active
449,400,2,09/19/2025,2025-12-10,monthly,cancelled
450,401,2,10/05/2023,,monthly,active
451,402,2,2023-03-09,2023-07-20,annual,cancelled
452,403,1,04-Mar-2023,2024-02-07,monthly,cancelled
453,404,1,2024-12-06,,monthly,active
454,405,2,30/11/2023,,monthly,active
455,406,3,04/18/2025,,annual,active
456,407,2,18/01/2023,2024-08-15,annual,cancelled
457,408,1,15-Dec-2024,,monthly,active
458,409,3,13/11/2025,,monthly,active
459,410,1,2025-09-13,,monthly,active
460,411,1,03/09/2024,,annual,active
461,412,2,14-Oct-2023,,annual,active
462,413,2,01/24/2024,2024-10-26,monthly,cancelled
463,414,1,11/04/2025,2025-12-07,monthly,cancelled
464,415,3,13/06/2024,,annual,active
465,416,2,28-Dec-2024,,monthly,active
466,417,3,2025-08-07,2025-10-18,monthly,cancelled
467,418,1,21-Oct-2025,,monthly,active
468,419,1,02-Dec-2024,,monthly,active
469,420,1,15-Jun-2023,,annual,active
470,421,1,12/12/2023,,monthly,active
471,422,3,29-May-2025,2025-11-04,monthly,cancelled
472,423,2,2024-10-21,2024-11-22,monthly,cancelled
473,424,2,10/01/2024,,monthly,active
474,425,2,07/22/2025,,monthly,active
475,426,3,05-Jan-2025,,monthly,active
476,427,2,08-Mar-2024,2024-05-02,monthly,cancelled
477,428,1,12/31/2025,,monthly,active
478,429,1,05-Mar-2025,,monthly,active
479,430,1,20/01/2023,2023-02-20,monthly,cancelled
480,431,1,11/13/2025,,annual,active
481,432,3,07-Dec-2025,,annual,active
482,433,1,08/11/2024,,monthly,active
483,434,2,13-Nov-2025,,annual,active
484,435,1,24/06/2024,,annual,active
485,436,2,05/22/2025,,annual,active
486,437,1,04-Nov-2024,,monthly,active
487,438,2,10/01/2024,,monthly,active
488,439,1,12/08/2023,,monthly,active
489,440,1,16/06/2025,,annual,active
490,441,3,2023-08-20,,annual,active
491,442,1,10/12/2025,,annual,active
492,443,2,05/06/2025,,annual,active
493,444,1,2023-01-24,2023-11-03,annual,cancelled
494,445,2,18-Oct-2024,,annual,active
495,446,1,2023-06-11,,monthly,active
496,447,1,2023-02-06,,monthly,active
497,448,2,09/15/2024,2024-12-14,annual,cancelled
498,449,2,01-Apr-2024,2024-10-24,annual,cancelled
499,449,2,01/19/2025,,annual,active
500,450,1,2023-07-19,,monthly,active
501,451,2,08/06/2023,2023-10-05,monthly,cancelled
502,451,1,18/10/2023,,monthly,active
503,452,1,01/20/2024,,monthly,active
504,453,1,28-Apr-2025,,annual,active
505,454,1,18/10/2025,,monthly,active
506,455,1,2023-12-22,2024-12-15,monthly,cancelled
507,456,2,2025-05-07,,monthly,active
508,457,2,01-Oct-2023,,monthly,active
509,458,1,03/21/2024,,monthly,active
510,459,1,10/28/2025,,monthly,active
511,460,1,2025-12-29,,annual,active
512,461,2,04/26/2023,2024-02-07,monthly,cancelled
513,462,2,08/27/2024,,monthly,active
514,463,2,07/03/2025,2025-10-24,annual,cancelled
515,464,3,05/03/2025,,annual,active
516,465,2,26/06/2025,2025-08-18,monthly,cancelled
517,466,2,25-Aug-2024,,monthly,active
518,467,1,2024-07-25,,monthly,active
519,468,2,2023-03-23,2023-08-10,annual,cancelled
520,469,2,30/05/2023,,monthly,active
521,470,1,01/05/2025,2025-08-12,monthly,cancelled
522,471,3,2024-03-23,2024-06-28,monthly,cancelled
523,472,2,01-Jul-2025,,monthly,active
524,473,2,02/20/2025,,monthly,active
525,474,1,19/11/2025,,annual,active
526,475,2,16/07/2023,,annual,active
527,476,1,2025-05-18,2025-08-20,monthly,cancelled
528,476,2,02-Nov-2025,,monthly,active
529,477,1,2023-11-11,,monthly,active
530,478,2,05/25/2023,,monthly,active
531,479,1,08-Mar-2025,,monthly,active
532,480,3,2025-01-02,2025-09-28,monthly,cancelled
533,481,1,02/20/2025,,monthly,active
534,482,2,08/27/2024,2025-05-11,annual,cancelled
535,482,3,2025-07-16,,annual,active
536,483,1,17-Oct-2023,,monthly,active
537,484,2,03-Sep-2024,,monthly,active
538,485,2,02-Feb-2024,,annual,active
539,486,2,18-Aug-2024,,monthly,active
540,487,2,24/07/2023,2024-02-06,monthly,cancelled
541,488,2,09/11/2023,2024-04-06,annual,cancelled
542,488,2,05/14/2024,,annual,active
543,489,2,12-Jun-2025,2025-10-11,monthly,cancelled
544,489,2,03-Dec-2025,,monthly,active
545,490,1,2024-09-17,2024-11-08,monthly,cancelled
546,490,3,2024-12-11,,monthly,active
547,491,1,2024-02-07,,monthly,active
548,492,2,2023-03-05,,monthly,active
549,493,1,01/11/2023,,annual,active
550,494,1,2025-03-23,,annual,active
551,495,2,02/07/2025,,monthly,active
552,496,1,04/01/2025,,annual,active
553,497,3,11/26/2025,,annual,active
554,498,1,2023-07-31,,monthly,active
555,499,3,10-Feb-2025,2025-04-20,monthly,cancelled
556,499,1,2025-06-03,,monthly,active
557,500,2,11/23/2025,2025-12-28,monthly,cancelled
558,501,1,19/06/2025,,monthly,active
559,502,1,16/04/2024,,annual,active
560,503,2,21/04/2025,2025-06-09,monthly,cancelled
561,503,2,2025-08-14,,monthly,active
562,504,2,25-Apr-2023,,annual,active
563,505,3,2024-08-03,,monthly,active
564,506,2,10/20/2023,,annual,active
565,507,1,17-Jul-2025,,monthly,active
566,508,1,2023-11-03,,monthly,active
567,509,3,01/03/2023,2025-02-09,annual,cancelled
568,510,3,12/21/2025,,annual,active
569,511,1,21/05/2025,,monthly,active
570,512,2,06/11/2024,,annual,active
571,513,2,2024-02-25,,annual,active
572,514,2,18-Jan-2025,2025-04-17,annual,cancelled
573,514,1,07/26/2025,,annual,active
574,515,2,06-Mar-2024,,monthly,active
575,516,3,09/01/2023,,annual,active
576,517,1,2023-04-17,2023-05-20,monthly,cancelled
577,518,2,30-Jun-2023,,monthly,active
578,519,1,12/03/2025,,monthly,active
579,520,1,22-Jan-2023,2024-11-14,monthly,cancelled
580,521,2,22/11/2025,,monthly,active
581,522,2,19/07/2024,,monthly,active
582,523,2,2023-07-04,2023-12-15,monthly,cancelled
583,524,1,04/08/2024,,monthly,active
584,525,2,2023-05-29,,annual,active
585,526,2,27-May-2024,,annual,active
586,527,3,01/08/2025,,monthly,active
587,528,1,2024-04-15,,monthly,active
588,529,2,2025-03-28,,monthly,active
589,530,1,05/07/2024,2024-08-28,monthly,cancelled
590,531,1,06/27/2024,2024-11-20,annual,cancelled
591,532,1,10/06/2023,2024-10-09,annual,cancelled
592,533,1,07/10/2024,,monthly,active
593,534,1,25/03/2025,2025-07-24,annual,cancelled
594,535,2,10/26/2025,,monthly,active
595,536,2,08-Oct-2024,,monthly,active
596,537,2,19-Jan-2024,2024-06-09,annual,cancelled
597,537,2,23/09/2024,,annual,active
598,538,2,03/07/2024,,annual,active
599,539,2,04/13/2024,,annual,active
600,540,2,26-Aug-2025,,monthly,active
601,541,1,28/05/2024,,annual,active
602,542,2,09/02/2025,,monthly,active
603,543,2,2024-05-12,,annual,active
