customer_id,month,login_count,feature_usage_count
4,2025-09,34,21
4,2025-10,36,19
4,2025-11,36,18
4,2025-12,32,22
5,2023-09,33,23
5,2023-10,38,23
5,2023-11,44,23
5,2023-12,35,16
5,2024-01,36,26
5,2024-02,36,15
5,2024-03,35,25
5,2024-04,39,19
5,2024-05,34,20
5,2024-06,34,16
5,2024-07,40,25
5,2024-08,30,25
5,2024-09,36,25
5,2024-10,37,22
5,2024-11,38,19
5,2024-12,41,18
5,2025-01,35,23
5,2025-02,34,24
5,2025-03,42,25
5,2025-04,29,22
5,2025-05,41,18
5,2025-06,39,24
5,2025-07,32,24
5,2025-08,38,24
5,2025-09,33,22
5,2025-10,30,15
5,2025-11,37,25
5,2025-12,38,22
6,2023-04,19,12
6,2023-05,19,12
6,2023-06,23,15
6,2023-07,25,18
6,2023-08,23,19
6,2023-09,17,18
6,2023-10,19,11
6,2023-11,20,11
6,2023-12,21,10
6,2024-01,24,10
6,2024-02,23,17
6,2024-03,19,14
6,2024-04,23,19
6,2024-05,18,14
6,2024-06,14,11
6,2024-07,22,16
6,2024-08,16,14
6,2024-09,20,8
6,2024-10,21,17
6,2024-11,16,12
6,2024-12,17,11
6,2025-01,26,11
6,2025-02,26,15
6,2025-03,19,11
6,2025-04,17,9
6,2025-05,22,12
6,2025-06,18,7
6,2025-07,21,11
6,2025-08,20,13
6,2025-09,10,8
6,2025-10,30,11
6,2025-11,10,8
6,2025-12,30,10
7,2025-01,34,19
7,2025-02,37,25
7,2025-03,28,21
7,2025-04,35,23
7,2025-05,36,19
7,2025-06,34,19
7,2025-07,40,21
7,2025-08,43,21
7,2025-09,33,17
7,2025-10,28,16
7,2025-11,37,23
7,2025-12,29,24
8,2025-12,22,13
9,2024-04,21,10
9,2024-05,18,13
9,2024-06,17,5
9,2024-07,17,11
9,2024-08,27,11
9,2024-09,23,12
9,2024-10,25,16
9,2024-11,25,7
9,2024-12,21,14
9,2025-01,22,14
9,2025-02,21,10
9,2025-03,14,10
9,2025-04,31,11
9,2025-05,13,14
9,2025-06,24,16
9,2025-07,22,15
9,2025-08,28,10
9,2025-09,17,9
9,2025-10,19,16
9,2025-11,23,14
9,2025-12,13,10
10,2025-03,22,12
10,2025-04,28,23
10,2025-05,24,10
10,2025-06,22,15
10,2025-07,13,14
10,2025-08,24,17
10,2025-09,27,14
10,2025-10,29,19
10,2025-11,23,15
10,2025-12,15,9
11,2025-03,11,12
11,2025-04,15,6
11,2025-05,15,6
11,2025-06,17,8
11,2025-07,12,9
11,2025-08,6,4
11,2025-09,8,8
11,2025-10,19,14
11,2025-11,15,9
11,2025-12,5,6
12,2023-11,35,25
12,2023-12,47,23
12,2024-01,41,21
12,2024-02,34,23
12,2024-03,40,22
12,2024-04,41,21
12,2024-05,25,20
12,2024-06,23,9
12,2024-07,16,4
13,2023-08,14,7
13,2023-09,5,7
13,2023-10,8,9
13,2023-11,2,3
14,2025-07,22,20
14,2025-08,24,16
14,2025-09,24,13
14,2025-10,16,14
14,2025-11,37,10
14,2025-12,16,20
15,2024-03,8,19
15,2024-04,12,5
15,2024-05,12,7
15,2024-06,27,17
15,2024-07,20,16
15,2024-08,16,10
15,2024-09,16,10
15,2024-10,23,10
15,2024-11,29,13
15,2024-12,25,14
15,2025-01,25,9
15,2025-02,26,13
15,2025-03,25,8
15,2025-04,21,13
15,2025-05,18,13
15,2025-06,27,10
15,2025-07,24,9
15,2025-08,29,14
15,2025-09,27,14
15,2025-10,22,14
15,2025-11,20,7
15,2025-12,22,10
16,2024-10,11,7
16,2024-11,11,2
16,2025-02,19,10
16,2025-03,21,11
16,2025-04,21,16
16,2025-05,19,8
16,2025-06,18,14
16,2025-07,23,13
16,2025-08,26,12
16,2025-09,29,15
16,2025-10,10,18
16,2025-11,17,9
16,2025-12,23,7
17,2023-11,12,5
17,2023-12,10,1
17,2024-01,8,5
17,2024-02,8,7
17,2024-03,7,9
17,2024-04,11,6
17,2024-05,9,7
17,2024-06,14,3
17,2024-07,8,5
17,2024-08,5,4
17,2024-09,9,9
17,2024-10,12,7
17,2024-11,14,6
17,2024-12,12,6
17,2025-01,12,4
17,2025-02,0,4
17,2025-03,11,6
17,2025-04,6,5
18,2023-12,5,3
18,2024-01,9,5
18,2024-02,7,0
18,2024-03,7,1
18,2024-04,11,3
18,2024-05,4,4
18,2024-06,13,6
18,2024-07,8,0
18,2024-08,14,2
18,2024-09,11,3
18,2024-10,11,8
18,2024-11,10,7
18,2024-12,7,3
18,2025-01,8,3
18,2025-02,17,1
18,2025-03,12,6
18,2025-04,8,9
18,2025-05,9,2
18,2025-06,9,4
18,2025-07,10,7
18,2025-08,4,8
18,2025-09,6,6
18,2025-10,10,5
18,2025-11,7,3
18,2025-12,6,9
19,2025-02,23,18
19,2025-03,22,14
19,2025-04,26,11
19,2025-05,14,14
19,2025-06,26,9
19,2025-07,25,15
19,2025-08,13,10
19,2025-09,21,13
19,2025-10,20,11
19,2025-11,29,13
19,2025-12,20,13
20,2024-03,41,21
20,2024-04,36,25
20,2024-05,30,21
20,2024-06,27,19
20,2024-07,11,7
20,2024-08,8,6
20,2024-10,17,3
20,2024-11,7,2
20,2024-12,10,7
20,2025-01,14,6
20,2025-02,9,7
20,2025-03,7,12
20,2025-04,4,7
20,2025-05,19,6
20,2025-06,10,5
20,2025-07,10,10
20,2025-08,2,11
20,2025-09,5,5
20,2025-10,9,8
20,2025-11,4,7
20,2025-12,19,2
21,2025-11,26,21
21,2025-12,26,22
22,2025-04,22,10
22,2025-05,19,16
22,2025-06,28,17
22,2025-07,23,10
22,2025-08,22,18
22,2025-09,25,13
22,2025-10,25,9
22,2025-11,20,10
22,2025-12,24,15
23,2023-07,30,17
23,2023-08,37,19
23,2023-09,33,22
23,2023-10,22,26
23,2023-11,31,21
23,2023-12,27,19
23,2024-01,38,14
23,2024-02,38,19
23,2024-03,35,22
23,2024-04,35,17
23,2024-05,32,16
23,2024-06,35,25
23,2024-07,26,18
23,2024-08,33,20
23,2024-09,37,19
23,2024-10,32,23
23,2024-11,36,22
23,2024-12,34,23
23,2025-01,31,18
23,2025-02,36,15
23,2025-03,34,19
23,2025-04,28,17
23,2025-05,33,23
23,2025-06,31,24
23,2025-07,34,24
23,2025-08,31,20
23,2025-09,35,19
23,2025-10,37,13
23,2025-11,43,22
23,2025-12,33,18
24,2023-10,27,15
24,2023-11,34,15
24,2023-12,34,20
24,2024-01,25,17
24,2024-02,36,16
24,2024-03,30,20
24,2024-04,35,18
24,2024-05,29,23
24,2024-06,38,22
24,2024-07,32,16
24,2024-08,28,20
24,2024-09,33,23
24,2024-10,34,14
24,2024-11,36,16
24,2024-12,30,19
24,2025-01,39,28
24,2025-02,34,18
24,2025-03,34,21
24,2025-04,30,24
24,2025-05,32,20
24,2025-06,34,20
24,2025-07,35,17
24,2025-08,29,15
24,2025-09,33,21
24,2025-10,33,24
24,2025-11,31,21
24,2025-12,27,18
25,2023-07,22,11
25,2023-08,10,4
26,2025-09,7,6
26,2025-10,11,1
26,2025-11,8,8
26,2025-12,15,4
27,2024-07,14,6
27,2024-08,15,10
27,2024-09,7,10
27,2024-10,13,11
27,2024-11,12,6
27,2024-12,13,8
27,2025-01,10,6
27,2025-02,8,6
27,2025-03,15,7
27,2025-04,17,7
27,2025-05,7,9
27,2025-06,10,7
27,2025-07,17,4
27,2025-08,13,7
27,2025-09,12,8
27,2025-10,7,2
27,2025-11,5,5
28,2024-03,23,13
28,2024-04,28,16
28,2024-05,27,13
28,2024-06,26,13
28,2024-07,30,19
28,2024-08,19,13
28,2024-09,21,14
28,2024-10,26,11
28,2024-11,23,13
28,2024-12,27,16
28,2025-01,24,16
28,2025-02,24,15
28,2025-03,33,20
28,2025-04,21,18
28,2025-05,30,12
28,2025-06,30,20
28,2025-07,22,13
28,2025-08,31,17
28,2025-09,29,17
28,2025-10,28,12
28,2025-11,31,19
28,2025-12,26,16
29,2025-10,8,7
29,2025-11,8,7
29,2025-12,0,3
30,2024-04,9,7
30,2024-05,14,8
30,2024-06,6,6
30,2024-07,19,6
30,2024-08,13,7
30,2024-09,19,11
30,2024-10,16,4
30,2024-11,14,9
30,2024-12,10,5
30,2025-01,19,6
30,2025-02,19,10
30,2025-03,14,9
30,2025-04,7,8
30,2025-05,18,9
30,2025-06,13,12
30,2025-07,12,5
30,2025-08,13,10
30,2025-09,6,8
30,2025-10,16,6
30,2025-11,17,9
30,2025-12,21,5
31,2025-12,22,12
32,2025-07,19,4
32,2025-08,5,7
32,2025-09,2,2
33,2025-02,4,11
33,2025-03,9,6
33,2025-04,8,3
33,2025-05,13,6
33,2025-06,11,3
33,2025-07,14,9
33,2025-08,10,10
33,2025-09,10,8
33,2025-10,4,7
33,2025-11,9,7
33,2025-12,11,6
34,2024-09,5,2
34,2024-10,8,3
34,2024-12,10,3
34,2025-01,9,0
34,2025-02,9,5
34,2025-03,5,0
34,2025-04,7,4
34,2025-05,6,0
34,2025-06,14,2
34,2025-07,7,0
34,2025-08,14,3
34,2025-09,8,8
34,2025-10,5,7
34,2025-11,0,6
34,2025-12,14,3
35,2023-10,23,11
35,2023-11,25,14
35,2023-12,35,16
35,2024-01,20,13
35,2024-02,30,21
35,2024-03,19,9
35,2024-04,33,16
35,2024-05,22,17
35,2024-06,15,15
35,2024-07,27,18
35,2024-08,21,15
35,2024-09,22,16
35,2024-10,22,14
35,2024-11,22,17
35,2024-12,29,14
35,2025-01,26,11
35,2025-02,24,15
35,2025-03,36,12
35,2025-04,31,18
35,2025-05,27,20
35,2025-06,27,16
35,2025-07,25,19
35,2025-08,30,13
35,2025-09,20,14
35,2025-10,22,15
35,2025-11,30,14
35,2025-12,25,15
36,2024-12,38,21
36,2025-01,41,21
36,2025-02,39,26
36,2025-03,38,24
36,2025-04,40,23
36,2025-05,38,21
36,2025-06,39,22
36,2025-07,45,25
36,2025-08,33,19
36,2025-09,38,22
36,2025-10,38,25
36,2025-11,40,24
36,2025-12,44,19
37,2024-07,10,9
37,2024-08,14,6
37,2024-09,9,5
37,2024-10,0,2
37,2024-11,6,5
38,2025-05,42,18
38,2025-06,31,16
38,2025-07,34,19
38,2025-08,30,27
38,2025-09,38,22
38,2025-10,33,16
38,2025-11,15,5
38,2025-12,5,9
39,2023-10,10,6
39,2023-11,13,4
39,2023-12,15,11
39,2024-01,11,13
39,2024-02,17,12
39,2024-03,12,11
39,2024-04,10,11
39,2024-05,15,10
39,2024-06,10,6
39,2024-07,17,6
39,2024-08,16,4
39,2024-09,18,5
39,2024-10,17,10
39,2024-11,12,10
39,2024-12,16,7
39,2025-01,10,3
39,2025-02,16,4
39,2025-03,15,8
39,2025-04,17,8
39,2025-05,13,11
39,2025-06,16,9
39,2025-07,16,4
39,2025-08,18,10
39,2025-09,10,8
39,2025-10,14,8
39,2025-11,16,13
39,2025-12,19,5
40,2024-05,10,7
40,2024-06,6,4
40,2024-07,9,6
40,2024-08,9,7
40,2024-09,3,1
40,2024-10,10,4
40,2024-11,13,9
40,2024-12,10,2
40,2025-01,14,6
40,2025-02,4,1
40,2025-03,16,10
40,2025-04,0,1
40,2025-05,14,5
40,2025-06,12,5
40,2025-07,12,6
40,2025-08,8,9
40,2025-09,10,7
40,2025-10,10,4
40,2025-11,16,7
40,2025-12,8,9
41,2023-11,13,14
41,2023-12,18,10
41,2024-01,17,12
41,2024-02,18,10
41,2024-03,11,18
41,2024-04,10,8
41,2024-05,8,10
41,2024-06,15,11
41,2024-07,8,12
41,2024-08,11,8
41,2024-09,18,9
41,2024-10,16,11
41,2024-11,16,7
41,2024-12,14,9
41,2025-01,11,11
41,2025-02,16,9
41,2025-03,19,8
41,2025-04,14,7
41,2025-05,16,9
41,2025-06,12,8
41,2025-07,12,6
41,2025-08,8,8
41,2025-09,8,7
41,2025-10,12,12
41,2025-11,10,6
41,2025-12,13,7
42,2024-05,18,11
42,2024-06,24,15
42,2024-07,22,13
42,2024-08,26,16
42,2024-09,19,15
42,2024-10,30,14
42,2024-11,19,11
42,2024-12,23,17
42,2025-01,23,14
42,2025-02,20,17
42,2025-03,19,12
42,2025-04,26,8
42,2025-05,24,11
42,2025-06,24,13
42,2025-07,32,13
42,2025-08,31,16
42,2025-09,20,15
42,2025-10,22,15
42,2025-11,21,19
42,2025-12,27,14
43,2024-12,27,16
43,2025-01,28,11
43,2025-02,21,7
43,2025-03,20,5
43,2025-04,10,2
43,2025-05,2,0
44,2023-05,24,20
44,2023-06,35,23
44,2023-07,41,27
44,2023-08,39,19
44,2023-09,33,23
44,2023-10,37,25
44,2023-11,44,27
44,2023-12,40,22
44,2024-01,40,25
44,2024-02,34,19
44,2024-03,31,18
44,2024-04,29,21
44,2024-05,31,18
44,2024-06,37,21
44,2024-07,36,25
44,2024-08,38,25
44,2024-09,35,25
44,2024-10,36,21
44,2024-11,40,18
44,2024-12,43,20
44,2025-01,30,22
44,2025-02,33,27
44,2025-03,33,21
44,2025-04,29,23
44,2025-05,31,23
44,2025-06,33,14
44,2025-07,35,21
44,2025-08,38,25
44,2025-09,42,23
44,2025-10,36,16
44,2025-11,35,21
44,2025-12,34,22
45,2024-06,19,8
45,2024-07,10,4
45,2024-08,11,6
45,2024-09,9,0
45,2024-10,0,5
46,2025-06,14,10
46,2025-07,0,5
46,2025-08,7,7
46,2025-09,16,3
46,2025-10,0,7
46,2025-11,14,4
46,2025-12,6,4
47,2023-04,24,17
47,2023-05,34,17
47,2023-06,33,18
47,2023-07,32,15
47,2023-08,31,9
47,2023-09,30,13
47,2023-10,28,16
47,2023-11,17,13
47,2023-12,3,9
48,2024-11,2,5
48,2024-12,0,4
48,2025-08,18,16
48,2025-09,20,12
48,2025-10,19,8
48,2025-11,23,18
48,2025-12,22,8
49,2025-04,34,17
49,2025-05,37,25
49,2025-06,26,16
49,2025-07,33,19
49,2025-08,40,20
49,2025-09,38,13
49,2025-10,36,17
49,2025-11,30,19
49,2025-12,27,21
50,2024-09,31,17
50,2024-10,17,9
50,2024-11,4,5
50,2024-12,35,22
50,2025-01,26,20
50,2025-02,38,18
50,2025-03,30,18
50,2025-04,26,20
50,2025-05,33,20
50,2025-06,34,17
50,2025-07,34,21
50,2025-08,31,21
50,2025-09,33,17
50,2025-10,34,18
50,2025-11,35,19
50,2025-12,27,20
51,2024-03,16,10
51,2024-04,11,2
51,2024-05,12,6
51,2024-06,8,10
51,2024-07,3,0
52,2023-11,30,12
52,2023-12,20,19
52,2024-01,24,13
52,2024-02,33,16
52,2024-03,27,15
52,2024-04,22,18
52,2024-05,28,16
52,2024-06,26,15
52,2024-07,30,15
52,2024-08,26,17
52,2024-09,27,21
52,2024-10,19,17
52,2024-11,24,13
52,2024-12,25,16
52,2025-01,27,11
52,2025-02,24,17
52,2025-03,23,12
52,2025-04,17,14
52,2025-05,22,13
52,2025-06,25,14
52,2025-07,22,9
52,2025-08,28,18
52,2025-09,25,15
52,2025-10,27,20
52,2025-11,20,14
52,2025-12,20,17
53,2024-05,9,12
53,2024-06,16,11
53,2024-07,13,14
53,2024-08,21,11
53,2024-09,16,11
53,2024-10,14,12
53,2024-11,23,13
53,2024-12,14,11
53,2025-01,11,11
53,2025-02,18,4
53,2025-03,12,9
53,2025-04,15,6
53,2025-05,18,10
53,2025-06,16,7
53,2025-07,21,15
53,2025-08,15,8
53,2025-09,18,9
53,2025-10,16,12
53,2025-11,9,14
53,2025-12,17,8
54,2025-10,10,10
54,2025-11,16,4
54,2025-12,16,1
55,2023-12,22,18
55,2024-01,24,20
55,2024-02,28,19
55,2024-03,26,17
55,2024-04,33,16
55,2024-05,26,19
55,2024-06,31,15
55,2024-07,21,15
55,2024-08,31,15
55,2024-09,28,15
55,2024-10,21,15
55,2024-11,24,5
55,2024-12,15,5
55,2025-01,9,6
56,2025-12,33,17
57,2025-02,33,17
57,2025-03,36,23
57,2025-04,37,21
57,2025-05,34,24
57,2025-06,32,25
57,2025-07,33,20
57,2025-08,32,21
57,2025-09,41,24
57,2025-10,41,24
57,2025-11,33,21
57,2025-12,34,26
59,2023-06,9,5
59,2023-07,13,9
59,2023-08,15,7
59,2023-09,9,1
59,2023-10,5,11
59,2023-11,3,4
59,2023-12,12,5
59,2024-01,9,4
59,2024-02,8,2
60,2025-08,9,10
60,2025-09,4,0
61,2025-02,35,21
61,2025-03,35,25
61,2025-04,42,24
61,2025-05,43,19
61,2025-06,45,27
61,2025-07,41,28
61,2025-08,32,21
61,2025-09,36,25
61,2025-10,34,25
61,2025-11,44,25
61,2025-12,40,20
62,2025-09,24,17
62,2025-10,20,21
62,2025-11,31,17
62,2025-12,26,19
63,2023-09,14,0
63,2023-10,6,2
63,2023-11,9,5
63,2023-12,15,11
63,2024-01,5,5
63,2024-02,9,3
63,2024-03,11,4
63,2024-04,4,4
63,2024-05,5,8
63,2024-06,16,6
63,2024-07,9,5
63,2024-08,13,8
63,2024-09,8,6
63,2024-10,11,1
63,2024-11,13,10
63,2024-12,13,1
63,2025-01,1,7
63,2025-02,5,6
63,2025-03,15,3
63,2025-04,7,6
63,2025-05,3,3
63,2025-06,9,4
63,2025-07,11,13
63,2025-08,9,2
63,2025-09,14,0
63,2025-10,3,3
63,2025-11,7,3
63,2025-12,8,6
64,2023-10,35,24
64,2023-11,34,15
64,2023-12,35,15
64,2024-01,37,24
64,2024-02,32,25
64,2024-03,39,25
64,2024-04,36,18
64,2024-05,39,19
64,2024-06,36,21
64,2024-07,40,23
64,2024-08,35,15
64,2024-09,33,23
64,2024-10,37,17
64,2024-11,28,22
64,2024-12,31,18
64,2025-01,38,25
64,2025-02,32,21
64,2025-03,35,21
64,2025-04,36,23
64,2025-05,33,17
64,2025-06,42,24
64,2025-07,31,22
64,2025-08,40,23
64,2025-09,37,21
64,2025-10,42,22
64,2025-11,33,24
64,2025-12,36,22
65,2024-07,37,28
65,2024-08,41,22
65,2024-09,36,22
65,2024-10,40,23
65,2024-11,36,22
65,2024-12,39,17
65,2025-01,40,20
65,2025-02,34,18
65,2025-03,31,19
65,2025-04,36,29
65,2025-05,36,23
65,2025-06,40,23
65,2025-07,38,19
65,2025-08,44,28
65,2025-09,32,20
65,2025-10,37,20
65,2025-11,41,21
65,2025-12,47,26
66,2024-12,12,6
66,2025-01,23,10
66,2025-02,11,10
66,2025-03,20,10
66,2025-04,21,4
66,2025-05,8,10
66,2025-06,17,0
66,2025-07,13,6
66,2025-08,10,6
66,2025-09,18,6
66,2025-10,12,4
66,2025-11,21,10
66,2025-12,6,6
67,2023-11,19,12
67,2023-12,14,5
67,2024-03,22,20
67,2024-04,30,12
67,2024-05,33,12
67,2024-06,28,16
67,2024-07,35,16
67,2024-08,27,13
67,2024-09,26,14
67,2024-10,25,17
67,2024-11,19,12
67,2024-12,28,17
67,2025-01,28,17
67,2025-02,27,17
67,2025-03,30,18
67,2025-04,26,20
67,2025-05,29,21
67,2025-06,34,13
67,2025-07,25,19
67,2025-08,22,21
67,2025-09,27,19
67,2025-10,28,13
67,2025-11,33,25
67,2025-12,26,16
68,2025-01,14,4
68,2025-02,12,8
68,2025-03,12,7
68,2025-04,13,8
68,2025-05,14,5
68,2025-06,11,4
68,2025-07,17,2
68,2025-08,18,12
68,2025-09,12,0
68,2025-10,12,8
68,2025-11,9,6
68,2025-12,20,10
69,2023-02,17,7
69,2023-03,6,8
69,2023-04,2,4
70,2023-07,18,9
70,2023-08,24,12
70,2023-09,20,14
70,2023-10,15,8
70,2023-11,19,16
70,2023-12,19,17
70,2024-01,26,14
70,2024-02,23,14
70,2024-03,22,12
70,2024-04,20,9
70,2024-05,13,16
70,2024-06,22,13
70,2024-07,23,10
70,2024-08,17,12
70,2024-09,27,9
70,2024-10,11,11
70,2024-11,26,8
70,2024-12,17,13
70,2025-01,32,9
70,2025-02,16,14
70,2025-03,26,11
70,2025-04,15,14
70,2025-05,24,18
70,2025-06,24,15
70,2025-07,20,20
70,2025-08,20,11
70,2025-09,29,8
70,2025-10,14,13
70,2025-11,21,12
70,2025-12,25,10
71,2025-01,17,11
71,2025-02,20,8
71,2025-03,16,16
71,2025-04,18,10
71,2025-05,14,14
71,2025-06,15,11
71,2025-07,13,14
71,2025-08,24,13
71,2025-09,13,14
71,2025-10,16,8
71,2025-11,18,10
71,2025-12,17,15
72,2025-07,40,23
72,2025-08,39,15
72,2025-09,32,15
72,2025-10,29,16
72,2025-11,36,18
72,2025-12,36,21
73,2025-09,7,2
73,2025-10,18,8
73,2025-11,15,8
73,2025-12,11,6
74,2024-07,13,5
74,2024-08,9,7
74,2024-09,9,5
74,2024-10,11,10
74,2024-11,6,8
74,2024-12,14,8
74,2025-01,7,1
74,2025-02,13,7
74,2025-03,15,4
74,2025-04,14,9
74,2025-05,10,7
74,2025-06,12,4
74,2025-07,13,11
74,2025-08,11,2
74,2025-09,8,1
74,2025-10,16,8
74,2025-11,8,2
74,2025-12,7,4
75,2024-10,24,15
75,2024-11,20,16
75,2024-12,20,15
75,2025-01,27,17
75,2025-02,21,15
75,2025-03,21,21
75,2025-04,26,14
75,2025-05,24,15
75,2025-06,24,13
75,2025-07,21,13
75,2025-08,18,15
75,2025-09,19,10
75,2025-10,22,13
75,2025-11,23,12
75,2025-12,21,15
76,2023-06,33,20
76,2023-07,24,19
76,2023-08,28,17
76,2023-09,29,16
76,2023-10,33,17
76,2023-11,24,16
76,2023-12,29,21
76,2024-01,31,14
76,2024-02,38,18
76,2024-03,34,16
76,2024-04,31,19
76,2024-05,33,20
76,2024-06,32,16
76,2024-07,26,18
76,2024-08,32,16
76,2024-09,33,21
76,2024-10,25,14
76,2024-11,28,18
76,2024-12,26,21
76,2025-01,30,17
76,2025-02,23,13
76,2025-03,30,11
76,2025-04,33,16
76,2025-05,41,24
76,2025-06,28,17
76,2025-07,32,22
76,2025-08,22,12
76,2025-09,26,19
76,2025-10,30,20
76,2025-11,24,10
76,2025-12,32,14
77,2025-06,32,19
77,2025-07,31,15
77,2025-08,32,10
77,2025-09,32,16
77,2025-10,28,13
77,2025-11,20,17
77,2025-12,30,18
78,2025-08,34,19
78,2025-09,33,22
78,2025-10,34,17
78,2025-11,29,15
78,2025-12,39,22
79,2024-09,17,10
79,2024-10,14,8
79,2024-11,12,12
79,2024-12,13,10
79,2025-01,22,8
79,2025-02,19,11
79,2025-03,17,10
79,2025-04,15,9
79,2025-05,13,9
79,2025-06,13,12
79,2025-07,9,11
79,2025-08,17,10
79,2025-09,20,8
79,2025-10,17,4
79,2025-11,14,12
79,2025-12,10,10
80,2024-07,21,18
80,2024-08,21,13
80,2024-09,20,17
80,2024-10,28,16
80,2024-11,24,13
80,2024-12,30,15
80,2025-01,30,14
80,2025-02,29,21
80,2025-03,31,16
80,2025-04,30,16
80,2025-05,29,16
80,2025-06,28,18
80,2025-07,25,14
80,2025-08,23,12
80,2025-09,24,17
80,2025-10,25,18
80,2025-11,29,11
80,2025-12,31,19
81,2024-04,23,17
81,2024-05,32,14
81,2024-06,24,14
81,2024-07,30,19
81,2024-08,27,21
81,2024-09,27,20
81,2024-10,25,23
81,2024-11,33,15
81,2024-12,32,20
81,2025-01,33,8
81,2025-02,29,17
81,2025-03,28,16
81,2025-04,27,20
81,2025-05,29,16
81,2025-06,31,17
81,2025-07,29,21
81,2025-08,25,11
81,2025-09,27,16
81,2025-10,29,16
81,2025-11,30,23
81,2025-12,30,19
82,2023-09,44,22
82,2023-10,37,25
82,2023-11,34,26
82,2023-12,39,21
82,2024-01,36,19
82,2024-02,36,22
82,2024-03,34,23
82,2024-04,40,22
82,2024-05,41,20
82,2024-06,43,23
82,2024-07,45,30
82,2024-08,37,22
82,2024-09,28,19
82,2024-10,24,9
82,2024-11,11,5
83,2024-11,33,21
83,2024-12,26,15
83,2025-01,20,16
83,2025-02,34,15
83,2025-03,29,12
83,2025-04,25,17
83,2025-05,27,18
83,2025-06,24,10
83,2025-07,31,13
83,2025-08,29,17
83,2025-09,20,19
83,2025-10,24,16
83,2025-11,25,21
83,2025-12,32,10
84,2023-04,19,4
84,2023-05,16,6
84,2023-06,8,9
84,2023-07,18,5
84,2023-08,8,8
84,2023-09,13,10
84,2023-10,17,8
84,2023-11,21,9
84,2023-12,12,3
84,2024-01,12,7
84,2024-02,17,9
84,2024-03,9,8
84,2024-04,16,12
84,2024-05,17,10
84,2024-06,14,9
84,2024-07,18,4
84,2024-08,12,6
84,2024-09,15,12
84,2024-10,11,1
84,2024-11,12,11
84,2024-12,16,9
84,2025-01,12,4
84,2025-02,16,5
84,2025-03,22,10
84,2025-04,11,6
84,2025-05,13,7
84,2025-06,18,8
84,2025-07,11,14
84,2025-08,14,10
84,2025-09,11,9
84,2025-10,15,2
84,2025-11,22,12
84,2025-12,12,5
85,2024-04,29,20
85,2024-05,25,19
85,2024-06,28,11
85,2024-07,22,15
85,2024-08,30,15
85,2024-09,26,19
85,2024-10,26,21
85,2024-11,33,17
85,2024-12,32,19
85,2025-01,28,19
85,2025-02,33,14
85,2025-03,29,17
85,2025-04,32,16
85,2025-05,26,17
85,2025-06,33,13
85,2025-07,24,15
85,2025-08,27,12
85,2025-09,34,17
85,2025-10,27,22
85,2025-11,31,15
85,2025-12,29,17
86,2023-07,36,18
86,2023-08,29,14
86,2023-09,23,12
86,2023-10,22,15
86,2023-11,3,1
87,2023-11,25,17
87,2023-12,18,13
87,2024-01,1,5
88,2025-07,35,14
88,2025-08,27,10
88,2025-09,28,22
88,2025-10,34,18
88,2025-11,31,17
88,2025-12,32,21
89,2023-11,36,20
89,2023-12,37,17
89,2024-01,38,20
89,2024-02,37,23
89,2024-03,41,22
