invoice_id,subscription_id,invoice_date,amount,payment_status,is_outlier
142,19,2025-02-20,790.0,paid,False
143,20,2023-11-06,79.0,paid,False
144,20,2023-06-12,79.0,failed,False
145,20,2024-01-06,79.0,paid,False
146,20,2024-02-06,7900.0,refunded,True
147,20,2024-03-06,79.0,paid,False
148,20,2024-04-06,79.0,paid,False
149,20,2024-05-06,79.0,paid,False
150,20,2024-06-06,79.0,paid,False
151,20,2024-07-06,79.0,paid,False
152,20,2024-08-06,79.0,paid,False
153,20,2024-09-06,79.0,paid,False
154,20,2024-10-06,79.0,paid,False
155,20,2024-06-11,79.0,paid,False
156,20,2024-12-06,79.0,paid,False
157,20,2025-06-01,79.0,paid,False
158,20,2025-02-06,79.0,paid,False
159,20,2025-03-06,79.0,paid,False
160,21,2023-12-05,79.0,paid,False
161,21,2024-01-05,79.0,paid,False
162,21,2024-02-05,79.0,paid,False
163,21,2024-03-05,79.0,paid,False
164,21,2024-04-05,79.0,paid,False
165,21,2024-05-05,79.0,paid,False
166,21,2024-06-05,79.0,paid,False
167,21,2024-05-07,79.0,paid,False
168,21,2024-05-08,79.0,paid,False
169,21,2024-09-05,79.0,paid,False
170,21,2024-10-05,79.0,paid,False
171,21,2024-11-05,79.0,paid,False
172,21,2024-12-05,79.0,paid,False
173,21,2025-01-05,79.0,failed,False
174,21,2025-02-05,79.0,paid,False
175,21,2025-03-05,79.0,failed,False
176,21,2025-04-05,79.0,failed,False
177,21,2025-05-05,79.0,paid,False
178,21,2025-05-06,79.0,paid,False
179,21,2025-05-07,79.0,paid,False
180,21,2025-08-05,79.0,paid,False
181,21,2025-09-05,79.0,paid,False
182,21,2025-10-05,79.0,paid,False
183,21,2025-11-05,79.0,paid,False
184,21,2025-12-05,79.0,paid,False
185,22,2025-02-03,29.0,paid,False
186,22,2025-03-03,29.0,paid,False
187,22,2025-04-03,29.0,paid,False
188,22,2025-03-05,0.29,paid,True
189,22,2025-06-03,29.0,paid,False
190,22,2025-07-03,29.0,paid,False
191,22,2025-03-08,29.0,paid,False
192,22,2025-09-03,29.0,paid,False
193,22,2025-10-03,29.0,paid,False
194,22,2025-11-03,29.0,paid,False
195,22,2025-12-03,29.0,paid,False
196,23,2024-03-27,29.0,paid,False
197,23,2024-04-27,29.0,paid,False
198,23,2024-05-27,29.0,paid,False
199,23,2024-06-27,29.0,paid,False
200,23,2024-07-27,29.0,paid,False
201,23,2024-08-27,29.0,paid,False
202,24,2024-10-10,199.0,paid,False
203,24,2024-11-10,199.0,paid,False
204,24,2024-12-10,199.0,paid,False
205,24,2025-01-10,199.0,paid,False
206,24,2025-02-10,199.0,paid,False
207,24,2025-03-10,199.0,paid,False
208,24,2025-04-10,199.0,paid,False
209,24,2025-05-10,199.0,paid,False
210,24,2025-06-10,199.0,paid,False
211,24,2025-07-10,199.0,paid,False
212,24,2025-08-10,199.0,paid,False
213,24,2025-09-10,199.0,paid,False
214,24,2025-10-10,199.0,paid,False
215,24,2025-10-11,199.0,paid,False
216,24,2025-10-12,199.0,paid,False
217,25,2025-11-18,79.0,paid,False
218,25,2025-12-18,79.0,paid,False
219,26,2025-04-13,29.0,paid,False
220,26,2025-05-13,29.0,paid,False
221,26,2025-06-13,29.0,paid,False
222,26,2025-07-13,29.0,paid,False
223,26,2025-08-13,29.0,paid,False
224,26,2025-09-13,29.0,paid,False
225,26,2025-10-13,29.0,paid,False
226,26,2025-11-13,29.0,paid,False
227,26,2025-12-13,29.0,paid,False
228,27,2023-07-21,290.0,paid,False
229,27,2024-07-21,290.0,paid,False
230,27,2025-07-21,290.0,paid,False
231,28,2023-10-15,290.0,paid,False
232,28,2024-10-15,290.0,paid,False
233,28,2025-10-15,290.0,paid,False
234,29,2023-07-20,79.0,paid,False
235,29,2023-08-20,79.0,paid,False
236,30,2025-09-12,199.0,paid,False
237,30,2025-12-10,199.0,paid,False
238,30,2025-11-12,199.0,failed,False
239,30,2025-12-12,199.0,paid,False
240,31,2024-07-08,29.0,paid,False
241,31,2024-08-08,29.0,paid,False
242,31,2024-09-08,29.0,paid,False
243,31,2024-08-10,29.0,paid,False
244,31,2024-11-08,29.0,paid,False
245,31,2024-12-08,29.0,paid,False
246,31,2025-08-01,29.0,paid,False
247,31,2025-02-08,29.0,paid,False
248,31,2025-03-08,29.0,paid,False
249,31,2025-08-04,29.0,paid,False
250,31,2025-05-08,29.0,paid,False
251,31,2025-08-06,29.0,paid,False
252,31,2025-08-07,29.0,paid,False
253,31,2025-08-08,29.0,paid,False
254,31,2025-09-08,29.0,paid,False
255,31,2025-10-08,29.0,paid,False
256,31,2025-08-11,29.0,paid,False
257,32,2024-03-21,199.0,paid,False
258,32,2024-04-21,199.0,paid,False
259,32,2024-05-21,199.0,paid,False
260,32,2024-06-21,199.0,paid,False
261,32,2024-07-21,199.0,paid,False
262,32,2024-08-21,199.0,paid,False
263,32,2024-09-21,199.0,paid,False
264,32,2024-10-21,199.0,paid,False
265,32,2024-11-21,199.0,paid,False
266,32,2024-12-21,199.0,paid,False
267,32,2025-01-21,199.0,paid,False
268,32,2025-02-21,199.0,paid,False
269,32,2025-03-21,199.0,paid,False
270,32,2025-04-21,199.0,paid,False
271,32,2025-05-21,199.0,paid,False
272,32,2025-06-21,199.0,failed,False
273,32,2025-07-21,199.0,paid,False
274,32,2025-08-21,199.0,paid,False
275,32,2025-09-21,199.0,paid,False
276,32,2025-10-21,199.0,paid,False
277,32,2025-11-21,199.0,failed,False
278,32,2025-12-21,199.0,paid,False
279,33,2025-10-26,79.0,paid,False
280,33,2025-11-26,79.0,paid,False
281,34,2024-04-26,790.0,paid,False
282,34,2025-04-26,790.0,paid,False
283,35,2025-12-06,290.0,paid,False
284,36,2025-07-25,790.0,paid,False
285,37,2025-02-11,29.0,paid,False
286,37,2025-03-11,29.0,paid,False
287,37,2025-04-11,29.0,paid,False
288,37,2025-05-11,29.0,paid,False
289,37,2025-06-11,29.0,paid,False
290,37,2025-07-11,29.0,paid,False
291,37,2025-08-11,29.0,paid,False
292,37,2025-09-11,29.0,paid,False
293,37,2025-10-11,29.0,failed,False
294,37,2025-11-11,29.0,paid,False
295,37,2025-12-11,29.0,failed,False
296,38,2024-11-09,79.0,paid,False
297,38,2024-11-10,79.0,paid,False
298,39,2024-12-21,29.0,paid,False
299,39,2025-01-21,29.0,paid,False
300,39,2025-02-21,29.0,paid,False
301,39,2025-03-21,29.0,paid,False
302,39,2025-04-21,29.0,paid,False
303,39,2025-05-21,29.0,paid,False
304,39,2025-06-21,29.0,refunded,False
305,39,2025-07-21,29.0,paid,False
306,39,2025-08-21,29.0,paid,False
307,39,2025-09-21,29.0,paid,False
308,39,2025-10-21,29.0,paid,False
309,39,2025-11-21,29.0,paid,False
310,39,2025-12-21,29.0,failed,False
311,40,2023-10-03,790.0,paid,False
312,40,2024-10-03,790.0,paid,False
313,40,2025-10-03,790.0,paid,False
314,41,2024-12-03,290.0,paid,False
315,41,2025-12-03,290.0,paid,False
316,42,2024-07-20,790.0,paid,False
317,43,2025-05-25,790.0,paid,False
318,44,2023-10-31,29.0,paid,False
319,44,2023-11-30,29.0,paid,False
320,44,2023-12-30,29.0,paid,False
321,44,2024-01-30,29.0,paid,False
322,44,2024-02-29,29.0,paid,False
323,44,2024-03-29,29.0,paid,False
324,44,2024-04-29,29.0,paid,False
325,44,2024-05-29,29.0,paid,False
326,44,2024-06-29,29.0,paid,False
327,44,2024-07-29,29.0,paid,False
328,44,2024-08-29,29.0,paid,False
329,44,2024-09-29,29.0,paid,False
330,44,2024-10-29,29.0,paid,False
331,44,2024-11-29,29.0,paid,False
332,44,2024-12-29,29.0,paid,False
333,44,2025-01-29,29.0,paid,False
334,44,2025-02-28,29.0,paid,False
335,44,2025-03-28,29.0,paid,False
336,44,2025-04-28,29.0,paid,False
337,44,2025-05-28,29.0,paid,False
338,44,2025-06-28,29.0,paid,False
339,44,2025-07-28,29.0,paid,False
340,44,2025-08-28,29.0,paid,False
341,44,2025-09-28,29.0,paid,False
342,44,2025-10-28,29.0,paid,False
343,44,2025-11-28,29.0,paid,False
344,44,2025-12-28,29.0,paid,False
345,45,2024-05-26,1990.0,paid,False
346,45,2025-05-26,1990.0,paid,False
347,46,2023-11-29,1990.0,paid,False
348,46,2024-11-29,1990.0,paid,False
349,46,2025-11-29,1990.0,paid,False
350,47,2024-05-23,79.0,paid,False
351,47,2024-06-23,79.0,paid,False
352,47,2024-07-23,79.0,paid,False
353,47,2024-08-23,79.0,paid,False
354,47,2024-09-23,79.0,paid,False
355,47,2024-10-23,79.0,failed,False
356,47,2024-11-23,79.0,paid,False
357,47,2024-12-23,79.0,paid,False
358,47,2025-01-23,79.0,paid,False
359,47,2025-02-23,79.0,refunded,False
360,47,2025-03-23,79.0,paid,False
361,47,2025-04-23,79.0,paid,False
362,47,2025-05-23,79.0,paid,False
363,47,2025-06-23,79.0,paid,False
364,47,2025-07-23,79.0,failed,False
365,47,2025-08-23,79.0,paid,False
366,47,2025-09-23,79.0,paid,False
367,47,2025-10-23,79.0,paid,False
368,47,2025-11-23,79.0,paid,False
369,47,2025-12-23,79.0,failed,False
370,48,2024-12-17,29.0,failed,False
371,48,2025-01-17,29.0,paid,False
372,48,2025-02-17,29.0,paid,False
373,48,2025-03-17,29.0,failed,False
374,48,2025-04-17,29.0,paid,False
375,48,2025-05-17,29.0,paid,False
376,49,2023-05-23,79.0,paid,False
377,49,2023-06-23,79.0,paid,False
378,49,2023-07-23,79.0,paid,False
379,49,2023-08-23,79.0,paid,False
380,49,2023-09-23,79.0,paid,False
381,49,2023-10-23,79.0,paid,False
382,49,2023-11-23,79.0,paid,False
383,49,2023-12-23,79.0,paid,False
384,49,2024-01-23,79.0,paid,False
385,49,2024-02-23,79.0,paid,False
386,49,2024-03-23,79.0,paid,False
387,49,2024-04-23,79.0,paid,False
388,49,2024-05-23,79.0,paid,False
389,49,2024-06-23,79.0,paid,False
390,49,2024-07-23,79.0,paid,False
391,49,2024-08-23,79.0,failed,False
392,49,2024-09-23,79.0,paid,False
393,49,2024-10-23,79.0,paid,False
394,49,2024-11-23,79.0,paid,False
395,49,2024-12-23,79.0,paid,False
396,49,2025-01-23,79.0,refunded,False
397,49,2025-02-23,79.0,paid,False
398,49,2025-03-23,79.0,refunded,False
399,49,2025-04-23,79.0,paid,False
400,49,2025-05-23,79.0,paid,False
401,49,2025-06-23,79.0,paid,False
402,49,2025-07-23,79.0,paid,False
403,49,2025-08-23,79.0,paid,False
404,49,2025-09-23,79.0,paid,False
405,49,2025-10-23,79.0,paid,False
406,49,2025-11-23,79.0,refunded,False
407,49,2025-12-23,79.0,paid,False
408,50,2024-06-18,29.0,paid,False
409,50,2024-07-18,29.0,paid,False
410,50,2024-08-18,29.0,paid,False
411,50,2024-09-18,29.0,paid,False
412,51,2025-06-12,79.0,paid,False
413,51,2025-12-07,79.0,paid,False
414,51,2025-08-12,79.0,paid,False
415,51,2025-09-12,79.0,paid,False
416,51,2025-10-12,79.0,paid,False
417,51,2025-11-12,79.0,paid,False
418,51,2025-12-12,79.0,paid,False
419,52,2023-04-01,79.0,paid,False
420,52,2023-05-01,79.0,paid,False
421,52,2023-06-01,79.0,paid,False
422,52,2023-07-01,79.0,paid,False
423,52,2023-08-01,79.0,paid,False
424,52,2023-09-01,79.0,paid,False
425,52,2023-10-01,79.0,paid,False
426,52,2023-11-01,79.0,paid,False
427,52,2023-01-12,79.0,paid,False
428,53,2024-11-07,290.0,paid,False
429,54,2025-08-04,290.0,paid,False
430,55,2025-04-04,79.0,paid,False
431,55,2025-05-04,79.0,paid,False
432,55,2025-06-04,79.0,paid,False
433,55,2025-04-07,79.0,paid,False
434,55,2025-08-04,79.0,paid,False
435,55,2025-09-04,79.0,paid,False
436,55,2025-10-04,79.0,refunded,False
437,55,2025-04-11,79.0,paid,False
438,55,2025-12-04,79.0,paid,False
439,56,2024-09-08,29.0,refunded,False
440,56,2024-08-10,29.0,paid,False
441,56,2024-11-08,29.0,paid,False
442,57,2024-12-11,29.0,paid,False
443,57,2025-01-11,29.0,paid,False
444,57,2025-02-11,29.0,paid,False
445,57,2025-03-11,29.0,paid,False
446,57,2025-04-11,29.0,paid,False
447,57,2025-05-11,29.0,paid,False
448,57,2025-06-11,29.0,paid,False
449,57,2025-07-11,29.0,paid,False
450,57,2025-11-08,29.0,paid,False
451,57,2025-09-11,29.0,paid,False
452,57,2025-10-11,29.0,paid,False
453,57,2025-11-11,29.0,paid,False
454,57,2025-12-11,29.0,paid,False
455,58,2024-03-13,29.0,paid,False
456,58,2024-04-13,29.0,paid,False
457,58,2024-05-13,29.0,paid,False
458,58,2024-06-13,29.0,paid,False
459,58,2024-07-13,29.0,paid,False
460,59,2023-11-07,199.0,paid,False
461,59,2023-12-07,199.0,paid,False
462,59,2024-01-07,199.0,paid,False
463,59,2024-02-07,199.0,paid,False
464,59,2024-03-07,199.0,paid,False
465,59,2024-04-07,199.0,paid,False
466,59,2024-05-07,199.0,paid,False
467,59,2024-07-06,199.0,paid,False
468,59,2024-07-07,199.0,failed,False
469,59,2024-08-07,199.0,paid,False
470,59,2024-07-09,199.0,paid,False
471,59,2024-10-07,199.0,paid,False
472,59,2024-11-07,199.0,paid,False
473,59,2024-12-07,199.0,paid,False
474,59,2025-01-07,199.0,paid,False
475,59,2025-02-07,199.0,paid,False
476,59,2025-03-07,199.0,paid,False
477,59,2025-04-07,199.0,paid,False
478,59,2025-05-07,199.0,paid,False
479,59,2025-06-07,199.0,paid,False
480,59,2025-07-07,199.0,failed,False
481,59,2025-07-08,199.0,failed,False
482,59,2025-09-07,199.0,paid,False
483,59,2025-10-07,199.0,paid,False
484,59,2025-11-07,199.0,paid,False
485,59,2025-12-07,199.0,paid,False
486,60,2024-05-16,199.0,paid,False
487,60,2024-06-16,199.0,paid,False
488,60,2024-07-16,199.0,paid,False
489,60,2024-08-16,1.99,paid,True
490,60,2024-09-16,199.0,paid,False
491,60,2024-10-16,199.0,paid,False
492,60,2024-11-16,199.0,paid,False
493,60,2024-12-16,1.99,paid,True
494,60,2025-01-16,199.0,failed,False
495,60,2025-02-16,199.0,paid,False
496,60,2025-03-16,199.0,paid,False
497,60,2025-04-16,199.0,paid,False
498,60,2025-05-16,199.0,refunded,False
499,60,2025-06-16,199.0,paid,False
500,60,2025-07-16,199.0,paid,False
501,60,2025-08-16,199.0,paid,False
502,60,2025-09-16,199.0,paid,False
503,60,2025-10-16,199.0,paid,False
504,60,2025-11-16,199.0,refunded,False
505,60,2025-12-16,199.0,paid,False
506,61,2025-09-10,29.0,paid,False
507,61,2025-11-09,29.0,paid,False
508,61,2025-12-09,29.0,paid,False
509,62,2023-12-27,790.0,failed,False
510,62,2024-12-27,790.0,paid,False
511,63,2025-12-23,79.0,paid,False
512,64,2025-02-07,1990.0,paid,False
513,66,2023-06-15,79.0,paid,False
514,66,2023-07-15,79.0,paid,False
515,66,2023-08-15,79.0,paid,False
516,66,2023-09-15,79.0,paid,False
517,66,2023-10-15,79.0,paid,False
518,66,2023-11-15,79.0,paid,False
519,66,2023-12-15,79.0,paid,False
520,66,2024-01-15,79.0,paid,False
521,66,2024-02-15,79.0,paid,False
522,67,2025-08-12,790.0,paid,False
523,68,2025-02-18,29.0,paid,False
524,68,2025-03-18,2900.0,paid,True
525,68,2025-04-18,29.0,paid,False
526,68,2025-05-18,29.0,paid,False
527,68,2025-06-18,29.0,paid,False
528,68,2025-07-18,29.0,paid,False
529,68,2025-08-18,29.0,paid,False
530,68,2025-09-18,29.0,paid,False
531,68,2025-10-18,29.0,paid,False
532,68,2025-11-18,29.0,paid,False
533,68,2025-12-18,29.0,paid,False
534,69,2025-09-26,290.0,paid,False
535,70,2023-09-19,199.0,paid,False
536,70,2023-10-19,199.0,paid,False
537,70,2023-11-19,199.0,paid,False
538,70,2023-12-19,199.0,paid,False
539,70,2024-01-19,199.0,paid,False
540,70,2024-02-19,199.0,paid,False
541,70,2024-03-19,199.0,paid,False
542,70,2024-04-19,199.0,paid,False
543,70,2024-05-19,199.0,paid,False
544,70,2024-06-19,199.0,paid,False
545,70,2024-07-19,199.0,paid,False
546,70,2024-08-19,199.0,paid,False
547,70,2024-09-19,199.0,paid,False
548,70,2024-10-19,199.0,paid,False
549,70,2024-11-19,199.0,paid,False
550,70,2024-12-19,199.0,failed,False
551,70,2025-01-19,199.0,paid,False
552,70,2025-02-19,199.0,paid,False
553,70,2025-03-19,199.0,paid,False
554,70,2025-04-19,199.0,paid,False
555,70,2025-05-19,199.0,paid,False
556,70,2025-06-19,199.0,paid,False
557,70,2025-07-19,199.0,paid,False
558,70,2025-08-19,199.0,paid,False
559,70,2025-09-19,199.0,paid,False
560,70,2025-10-19,199.0,paid,False
561,70,2025-11-19,199.0,paid,False
562,70,2025-12-19,199.0,paid,False
563,71,2023-10-05,79.0,paid,False
564,71,2023-11-05,79.0,paid,False
565,71,2023-12-05,79.0,paid,False
566,71,2024-01-05,79.0,paid,False
567,71,2024-05-02,79.0,paid,False
568,71,2024-03-05,79.0,paid,False
569,71,2024-05-04,79.0,paid,False
570,71,2024-05-05,79.0,paid,False
571,71,2024-06-05,79.0,failed,False
572,71,2024-07-05,79.0,paid,False
573,71,2024-08-05,79.0,paid,False
574,71,2024-09-05,79.0,refunded,False
575,71,2024-10-05,79.0,paid,False
576,71,2024-11-05,79.0,paid,False
577,71,2024-12-05,79.0,paid,False
578,71,2025-01-05,79.0,paid,False
579,71,2025-02-05,79.0,paid,False
580,71,2025-03-05,79.0,paid,False
581,71,2025-04-05,79.0,paid,False
582,71,2025-05-05,79.0,paid,False
583,71,2025-06-05,79.0,paid,False
584,71,2025-07-05,79.0,paid,False
585,71,2025-08-05,79.0,paid,False
586,71,2025-09-05,79.0,paid,False
587,71,2025-10-05,79.0,paid,False
588,71,2025-11-05,79.0,paid,False
589,71,2025-12-05,79.0,paid,False
590,72,2024-07-23,290.0,paid,False
591,72,2025-07-23,290.0,paid,False
592,73,2024-12-17,290.0,paid,False
593,73,2025-12-17,290.0,paid,False
594,74,2023-11-02,79.0,paid,False
595,74,2023-12-02,79.0,paid,False
596,75,2024-03-18,79.0,paid,False
597,75,2024-04-18,79.0,paid,False
598,75,2024-05-18,79.0,paid,False
599,75,2024-06-18,79.0,paid,False
600,75,2024-07-18,79.0,paid,False
601,75,2024-08-18,79.0,failed,False
602,75,2024-09-18,79.0,paid,False
603,75,2024-10-18,79.0,paid,False
604,75,2024-11-18,79.0,paid,False
605,75,2024-12-18,79.0,paid,False
606,75,2025-01-18,79.0,paid,False
607,75,2025-02-18,79.0,paid,False
608,75,2025-03-18,79.0,paid,False
609,75,2025-04-18,79.0,paid,False
610,75,2025-05-18,79.0,paid,False
611,75,2025-06-18,79.0,paid,False
612,75,2025-07-18,79.0,paid,False
613,75,2025-08-18,79.0,failed,False
614,75,2025-09-18,79.0,paid,False
615,75,2025-10-18,79.0,paid,False
616,75,2025-11-18,79.0,paid,False
617,75,2025-12-18,79.0,paid,False
618,76,2025-01-25,79.0,paid,False
619,76,2025-02-25,79.0,paid,False
620,76,2025-03-25,79.0,paid,False
621,76,2025-04-25,79.0,paid,False
622,76,2025-05-25,79.0,paid,False
623,76,2025-06-25,79.0,paid,False
624,76,2025-07-25,79.0,paid,False
625,76,2025-08-25,79.0,paid,False
626,76,2025-09-25,79.0,paid,False
627,76,2025-10-25,79.0,refunded,False
628,76,2025-11-25,79.0,paid,False
629,76,2025-12-25,79.0,paid,False
630,77,2023-02-22,199.0,failed,False
631,77,2023-03-22,199.0,paid,False
632,78,2023-07-28,790.0,paid,False
633,78,2024-07-28,790.0,paid,False
634,78,2025-07-28,790.0,paid,False
635,79,2025-01-28,29.0,paid,False
636,79,2025-02-28,29.0,paid,False
637,79,2025-03-28,29.0,paid,False
638,79,2025-04-28,29.0,paid,False
639,79,2025-05-28,29.0,paid,False
640,79,2025-06-28,29.0,failed,False
641,79,2025-07-28,29.0,paid,False
642,79,2025-08-28,29.0,paid,False
643,79,2025-09-28,29.0,refunded,False
644,79,2025-10-28,29.0,paid,False
645,79,2025-11-28,29.0,paid,False
646,79,2025-12-28,29.0,paid,False
647,80,2025-07-30,29.0,paid,False
648,80,2025-08-30,29.0,failed,False
649,80,2025-09-30,29.0,paid,False
650,80,2025-10-30,29.0,failed,False
651,80,2025-11-30,29.0,paid,False
652,80,2025-12-30,29.0,paid,False
653,81,2025-09-17,29.0,paid,False
654,81,2025-10-17,29.0,paid,False
655,81,2025-11-17,29.0,paid,False
656,81,2025-12-17,29.0,paid,False
657,82,2024-07-25,199.0,paid,False
658,82,2024-08-25,199.0,paid,False
659,82,2024-09-25,199.0,paid,False
660,82,2024-10-25,199.0,paid,False
661,82,2024-11-25,199.0,paid,False
662,82,2024-12-25,199.0,paid,False
663,82,2025-01-25,199.0,paid,False
664,82,2025-02-25,199.0,paid,False
665,82,2025-03-25,199.0,paid,False
666,82,2025-04-25,199.0,paid,False
667,82,2025-05-25,199.0,paid,False
668,82,2025-06-25,199.0,paid,False
669,82,2025-07-25,199.0,paid,False
670,82,2025-08-25,199.0,paid,False
671,82,2025-09-25,199.0,paid,False
672,82,2025-10-25,199.0,paid,False
673,82,2025-11-25,199.0,paid,False
674,82,2025-12-25,199.0,paid,False
675,83,2024-10-27,29.0,paid,False
676,83,2024-11-27,29.0,paid,False
677,83,2024-12-27,29.0,paid,False
678,83,2025-01-27,29.0,paid,False
679,83,2025-02-27,29.0,paid,False
680,83,2025-03-27,29.0,paid,False
681,83,2025-04-27,29.0,paid,False
682,83,2025-05-27,29.0,paid,False
683,83,2025-06-27,29.0,paid,False
684,83,2025-07-27,29.0,paid,False
685,83,2025-08-27,29.0,paid,False
686,83,2025-09-27,29.0,paid,False
687,83,2025-10-27,29.0,paid,False
688,83,2025-11-27,29.0,failed,False
689,83,2025-12-27,29.0,paid,False
690,84,2023-06-25,29.0,paid,False
691,84,2023-07-25,29.0,paid,False
692,84,2023-08-25,0.29,paid,True
693,84,2023-09-25,29.0,paid,False
694,84,2023-10-25,29.0,paid,False
695,84,2023-11-25,29.0,paid,False
